query_acc	query_name	query_len	subject_db	subject_acc	subject_name	subject_len	score	pct_identity	evalue	q_start	q_end	s_start	s_end
A0A3Q2TZZ7	A0A3Q2TZZ7_CHICK Receptor-type tyrosine-protein phosphatase F	1904	GlyAnas	A0A493T341	A0A493T341_ANAPP protein-tyrosine-phosphatase	1488	1428.0	32.2	6.19e-159	580	1898	256	1487
A0A3Q2TZZ7	A0A3Q2TZZ7_CHICK Receptor-type tyrosine-protein phosphatase F	1904	GlyAnas	A0A8B9TDC9	A0A8B9TDC9_ANAPL protein-tyrosine-phosphatase	1365	1418.0	32.4	8.93e-158	580	1898	136	1364
A0A3Q2TZZ7	A0A3Q2TZZ7_CHICK Receptor-type tyrosine-protein phosphatase F	1904	GlyAnas	A0A8B9VYF6	A0A8B9VYF6_9AVES protein-tyrosine-phosphatase	1409	1140.0	28.5	1.54e-125	749	1897	249	1376
A0A3Q2TZZ7	A0A3Q2TZZ7_CHICK Receptor-type tyrosine-protein phosphatase F	1904	GlyAnas	A0A493T1Z9	A0A493T1Z9_ANAPP Neogenin	1396	792.0	28.5	3.47e-85	13	1011	21	1046
A0A8V0XDR8	A0A8V0XDR8_CHICK Laminin subunit alpha 2	3137	GlyAnas	A0A8B9U8F8	A0A8B9U8F8_9AVES Laminin subunit alpha-2	3075	15216.0	90.0	0.00e+00	9	3137	17	3075
A0A8V0XDR8	A0A8V0XDR8_CHICK Laminin subunit alpha 2	3137	GlyAnas	A0A8B9SV12	A0A8B9SV12_ANAPL Laminin subunit alpha 5	3507	2158.0	24.6	2.29e-243	11	3044	50	3430
A0A8V0XDR8	A0A8V0XDR8_CHICK Laminin subunit alpha 2	3137	GlyAnas	A0A493T9C8	A0A493T9C8_ANAPP Laminin subunit alpha 5	3191	1797.0	23.4	1.66e-201	278	3086	1	3126
A0A8V0XDR8	A0A8V0XDR8_CHICK Laminin subunit alpha 2	3137	GlyAnas	A0A8B9TT34	A0A8B9TT34_ANAPL Laminin subunit gamma 1	1587	1639.0	36.0	3.48e-183	13	1033	45	1024
A0A8V0XDR8	A0A8V0XDR8_CHICK Laminin subunit alpha 2	3137	GlyAnas	A0A493TFF5	A0A493TFF5_ANAPP Laminin subunit beta-1	1699	1203.0	29.7	1.25e-132	66	1033	3	1092
A0A8V0XEJ0	A0A8V0XEJ0_CHICK Ig-like domain-containing protein	569	GlyAnas	A0A8B9QZ49	A0A8B9QZ49_ANAPL Ig-like domain-containing protein	458	1214.0	53.3	1.21e-134	64	494	2	438
A0A8V0XEJ0	A0A8V0XEJ0_CHICK Ig-like domain-containing protein	569	GlyAnas	A0A8B9SH23	A0A8B9SH23_ANAPL Ig-like domain-containing protein	526	601.0	31.2	1.46e-63	69	544	46	525
A0A8V0XEJ0	A0A8V0XEJ0_CHICK Ig-like domain-containing protein	569	GlyAnas	A0A8B9Z990	A0A8B9Z990_ANAPL Ig-like domain-containing protein	339	390.0	30.3	4.27e-39	210	494	36	319
A0A8V0XEJ0	A0A8V0XEJ0_CHICK Ig-like domain-containing protein	569	GlyAnas	A0A8B9V9H7	A0A8B9V9H7_9AVES Ig-like domain-containing protein	436	383.0	24.8	2.76e-38	74	492	2	432
A0A8V0XEJ0	A0A8V0XEJ0_CHICK Ig-like domain-containing protein	569	GlyAnas	A0A8B9SLE4	A0A8B9SLE4_ANAPL Ig-like domain-containing protein	123	164.0	54.7	6.86e-13	1	64	60	117
A0A8V0XGM8	A0A8V0XGM8_CHICK Desmoglein 4	1003	GlyAnas	A0A493T1A3	A0A493T1A3_ANAPP Cadherin domain-containing protein	513	588.0	32.2	8.26e-62	50	536	1	461
A0A8V0XGM8	A0A8V0XGM8_CHICK Desmoglein 4	1003	GlyAnas	A0A8B9VTH6	A0A8B9VTH6_9AVES Cadherin EGF LAG seven-pass G-type receptor 1	2863	310.0	27.1	1.42e-29	61	491	328	742
A0A8V0XGM8	A0A8V0XGM8_CHICK Desmoglein 4	1003	GlyAnas	U3IE29	U3IE29_ANAPP Cadherin domain-containing protein	885	204.0	23.9	2.78e-17	106	491	192	567
A0A8V0XHB9	A0A8V0XHB9_CHICK Ig-like domain-containing protein	565	GlyAnas	A0A8B9V9H7	A0A8B9V9H7_9AVES Ig-like domain-containing protein	436	1059.0	50.8	1.13e-116	141	565	2	436
A0A8V0XHB9	A0A8V0XHB9_CHICK Ig-like domain-containing protein	565	GlyAnas	A0A8B9SH23	A0A8B9SH23_ANAPL Ig-like domain-containing protein	526	471.0	31.5	1.72e-48	132	561	45	467
A0A8V0XHB9	A0A8V0XHB9_CHICK Ig-like domain-containing protein	565	GlyAnas	A0A8B9QZ49	A0A8B9QZ49_ANAPL Ig-like domain-containing protein	458	452.0	30.0	2.74e-46	138	565	6	440
A0A8V0XHB9	A0A8V0XHB9_CHICK Ig-like domain-containing protein	565	GlyAnas	A0A8B9Z990	A0A8B9Z990_ANAPL Ig-like domain-containing protein	339	447.0	33.6	1.04e-45	238	565	6	321
A0A8V0XHB9	A0A8V0XHB9_CHICK Ig-like domain-containing protein	565	GlyAnas	A0A8B9SLE4	A0A8B9SLE4_ANAPL Ig-like domain-containing protein	123	346.0	62.7	5.36e-34	23	127	13	122
A0A8V0XIS6	A0A8V0XIS6_CHICK Laminin subunit alpha 3	3081	GlyAnas	A0A8B9SV12	A0A8B9SV12_ANAPL Laminin subunit alpha 5	3507	5741.0	37.0	0.00e+00	16	3079	21	3505
A0A8V0XIS6	A0A8V0XIS6_CHICK Laminin subunit alpha 3	3081	GlyAnas	A0A8B9U691	A0A8B9U691_9AVES Laminin subunit alpha 3	1465	5033.0	68.6	0.00e+00	1641	3081	5	1465
A0A8V0XIS6	A0A8V0XIS6_CHICK Laminin subunit alpha 3	3081	GlyAnas	A0A493T9C8	A0A493T9C8_ANAPP Laminin subunit alpha 5	3191	5014.0	35.6	0.00e+00	316	3017	2	3112
A0A8V0XIS6	A0A8V0XIS6_CHICK Laminin subunit alpha 3	3081	GlyAnas	A0A8B9U8F8	A0A8B9U8F8_9AVES Laminin subunit alpha-2	3075	2127.0	25.1	8.85e-240	18	3080	1	3074
A0A8V0XIS6	A0A8V0XIS6_CHICK Laminin subunit alpha 3	3081	GlyAnas	A0A493TFF5	A0A493TFF5_ANAPP Laminin subunit beta-1	1699	1073.0	21.6	1.46e-117	108	2295	5	1668
A0A8V0XNR7	A0A8V0XNR7_CHICK Dipeptidyl peptidase 1	460	GlyAnas	A0A493TCQ9	A0A493TCQ9_ANAPP Pro-cathepsin H	384	390.0	37.8	3.45e-39	222	460	159	384
A0A8V0XNR7	A0A8V0XNR7_CHICK Dipeptidyl peptidase 1	460	GlyAnas	A0A493T9K3	A0A493T9K3_ANAPP Cathepsin B	569	346.0	29.6	4.36e-34	147	456	245	560
A0A8V0XNR7	A0A8V0XNR7_CHICK Dipeptidyl peptidase 1	460	GlyAnas	A0A8B9SZ08	A0A8B9SZ08_ANAPL Cathepsin L1	338	327.0	34.4	6.96e-32	166	451	61	333
A0A8V0XZV7	A0A8V0XZV7_CHICK Immunoglobulin superfamily member 3	1183	GlyAnas	R0K6C9	R0K6C9_ANAPL Titin (Fragment)	32970	130.0	19.0	1.25e-08	39	1071	4475	5288
A0A8V0XZV7	A0A8V0XZV7_CHICK Immunoglobulin superfamily member 3	1183	GlyAnas	A0A493T5A8	A0A493T5A8_ANAPP CXADR Ig-like cell adhesion molecule	366	112.0	24.3	1.53e-06	1	207	1	206
A0A8V0XZV7	A0A8V0XZV7_CHICK Immunoglobulin superfamily member 3	1183	GlyAnas	A0A493TUB1	A0A493TUB1_ANAPP Ig-like domain-containing protein	1406	94.0	21.7	1.87e-04	111	475	290	567
A0A8V0XZV7	A0A8V0XZV7_CHICK Immunoglobulin superfamily member 3	1183	GlyAnas	A0A8B9TJ31	A0A8B9TJ31_ANAPL Contactin-2	987	92.0	20.5	3.18e-04	46	788	19	582
A0A8V0XZV7	A0A8V0XZV7_CHICK Immunoglobulin superfamily member 3	1183	GlyAnas	A0A8B9R685	A0A8B9R685_ANAPL Ig-like domain-containing protein	616	89.0	23.3	7.09e-04	156	446	34	286
A0A8V0Y0H9	A0A8V0Y0H9_CHICK Teneurin-4	2594	GlyAnas	A0A493SWE9	A0A493SWE9_ANAPP Teneurin-4	2626	13898.0	99.5	0.00e+00	7	2594	39	2626
A0A8V0Y0H9	A0A8V0Y0H9_CHICK Teneurin-4	2594	GlyAnas	A0A493SYG4	A0A493SYG4_ANAPP Tenascin	2038	591.0	36.4	9.58e-62	407	724	316	615
A0A8V0Y0H9	A0A8V0Y0H9_CHICK Teneurin-4	2594	GlyAnas	A0A8B9VG14	A0A8B9VG14_9AVES Crumbs cell polarity complex component 1	1399	328.0	30.7	3.01e-31	405	678	65	403
A0A8V0Y0H9	A0A8V0Y0H9_CHICK Teneurin-4	2594	GlyAnas	A0A8B9T2E3	A0A8B9T2E3_ANAPL Wnt inhibitory factor 1	374	287.0	36.4	1.71e-26	476	635	181	341
A0A8V0Y0H9	A0A8V0Y0H9_CHICK Teneurin-4	2594	GlyAnas	A0A8B9TKI0	A0A8B9TKI0_ANAPL Slit homolog 2 protein	1508	242.0	30.2	2.82e-21	452	627	941	1155
A0A8V0Y248	A0A8V0Y248_CHICK Sulfhydryl oxidase	741	GlyAnas	A0A8B9TSG9	A0A8B9TSG9_ANAPL Sulfhydryl oxidase	739	3334.0	84.7	0.00e+00	1	741	1	739
A0A8V0Y9M0	A0A8V0Y9M0_CHICK Uncharacterized protein	4291	GlyAnas	A0A8B9UL04	A0A8B9UL04_9AVES Uncharacterized protein	1538	2974.0	45.8	0.00e+00	2740	4291	9	1538
A0A8V0Y9M0	A0A8V0Y9M0_CHICK Uncharacterized protein	4291	GlyAnas	A0A8B9UUB6	A0A8B9UUB6_9AVES VWFD domain-containing protein	3275	767.0	23.5	6.19e-82	1436	3216	1433	3199
A0A8V0Y9M0	A0A8V0Y9M0_CHICK Uncharacterized protein	4291	GlyAnas	A0A8B9U9X9	A0A8B9U9X9_9AVES Uncharacterized protein	1028	275.0	27.0	6.96e-25	2818	3431	3	613
A0A8V0Y9M0	A0A8V0Y9M0_CHICK Uncharacterized protein	4291	GlyAnas	A0A8B9QNN8	A0A8B9QNN8_ANAPL Mucin-5AC	3271	267.0	20.6	5.89e-24	1801	3730	92	2322
A0A8V0Y9M0	A0A8V0Y9M0_CHICK Uncharacterized protein	4291	GlyAnas	A0A8B9THT8	A0A8B9THT8_ANAPL Immunoglobulin superfamily member 10	2596	260.0	22.4	3.82e-23	2264	3368	810	1795
A0A8V0Y9M6	A0A8V0Y9M6_CHICK Laminin subunit gamma 2	1172	GlyAnas	A0A8B9TT34	A0A8B9TT34_ANAPL Laminin subunit gamma 1	1587	2403.0	39.9	3.33e-272	26	1172	335	1587
A0A8V0Y9M6	A0A8V0Y9M6_CHICK Laminin subunit gamma 2	1172	GlyAnas	A0A493T9C8	A0A493T9C8_ANAPP Laminin subunit alpha 5	3191	809.0	24.6	2.28e-87	21	1158	915	2110
A0A8V0Y9M6	A0A8V0Y9M6_CHICK Laminin subunit gamma 2	1172	GlyAnas	A0A8B9U8F8	A0A8B9U8F8_9AVES Laminin subunit alpha-2	3075	791.0	31.5	2.79e-85	24	594	322	970
A0A8V0Y9M6	A0A8V0Y9M6_CHICK Laminin subunit gamma 2	1172	GlyAnas	A0A8B9SV12	A0A8B9SV12_ANAPL Laminin subunit alpha 5	3507	770.0	26.7	7.59e-83	25	1170	1417	2567
A0A8V0Y9M6	A0A8V0Y9M6_CHICK Laminin subunit gamma 2	1172	GlyAnas	A0A8B9VAE3	A0A8B9VAE3_9AVES Laminin subunit beta 2	1749	713.0	25.7	3.09e-76	19	1158	322	1569
A0A8V0YA76	A0A8V0YA76_CHICK Beta-hexosaminidase	520	GlyAnas	A0A493TIW4	A0A493TIW4_ANAPP Beta-hexosaminidase subunit beta	652	2253.0	77.5	3.66e-255	1	507	74	625
A0A8V0YB27	A0A8V0YB27_CHICK Laminin subunit gamma 1	1593	GlyAnas	A0A8B9TT34	A0A8B9TT34_ANAPL Laminin subunit gamma 1	1587	8045.0	93.0	0.00e+00	5	1593	4	1587
A0A8V0YB27	A0A8V0YB27_CHICK Laminin subunit gamma 1	1593	GlyAnas	A0A8B9U8F8	A0A8B9U8F8_9AVES Laminin subunit alpha-2	3075	1675.0	36.2	1.18e-187	46	1015	21	1032
A0A8V0YB27	A0A8V0YB27_CHICK Laminin subunit gamma 1	1593	GlyAnas	A0A493TFF5	A0A493TFF5_ANAPP Laminin subunit beta-1	1699	1531.0	26.9	5.90e-171	100	1580	12	1667
A0A8V0YB27	A0A8V0YB27_CHICK Laminin subunit gamma 1	1593	GlyAnas	A0A8B9VAE3	A0A8B9VAE3_9AVES Laminin subunit beta 2	1749	1508.0	27.2	2.74e-168	13	1560	3	1746
A0A8V0YB27	A0A8V0YB27_CHICK Laminin subunit gamma 1	1593	GlyAnas	A0A493T9C8	A0A493T9C8_ANAPP Laminin subunit alpha 5	3191	1357.0	28.4	8.85e-151	280	1518	920	2152
A0A8V0YDD6	A0A8V0YDD6_CHICK Fibronectin	2392	GlyAnas	A0A8B9TVE4	A0A8B9TVE4_ANAPL Fibronectin	2448	12129.0	91.6	0.00e+00	4	2392	6	2448
A0A8V0YDD6	A0A8V0YDD6_CHICK Fibronectin	2392	GlyAnas	A0A493SYG4	A0A493SYG4_ANAPP Tenascin	2038	963.0	24.8	6.46e-105	163	1814	167	1810
A0A8V0YDD6	A0A8V0YDD6_CHICK Fibronectin	2392	GlyAnas	A0A8B9V4D6	A0A8B9V4D6_9AVES Collagen alpha-1(VII) chain	836	419.0	27.0	7.78e-42	1455	2035	234	826
A0A8V0YDD6	A0A8V0YDD6_CHICK Fibronectin	2392	GlyAnas	R0K6C9	R0K6C9_ANAPL Titin (Fragment)	32970	418.0	21.7	1.02e-41	614	2027	22751	24230
A0A8V0YDD6	A0A8V0YDD6_CHICK Fibronectin	2392	GlyAnas	A0A493T750	A0A493T750_ANAPP Receptor-type tyrosine-protein phosphatase F	1929	398.0	23.1	2.12e-39	724	1676	330	1239
A0A8V0YJ25	A0A8V0YJ25_CHICK Ovalbumin-related protein Y (SERPINB14B)	422	GlyAnas	U3IKY8	U3IKY8_ANAPP Serpin domain-containing protein	388	1475.0	71.4	4.87e-165	35	422	1	388
A0A8V0YJ25	A0A8V0YJ25_CHICK Ovalbumin-related protein Y (SERPINB14B)	422	GlyAnas	A0A8B9UXD7	A0A8B9UXD7_9AVES Serpin domain-containing protein	393	1388.0	67.2	5.96e-155	35	422	1	393
A0A8V0YJ25	A0A8V0YJ25_CHICK Ovalbumin-related protein Y (SERPINB14B)	422	GlyAnas	A0A8B9QNT8	A0A8B9QNT8_ANAPL Ovalbumin	386	1226.0	58.8	3.63e-136	35	422	1	386
A0A8V0YJ25	A0A8V0YJ25_CHICK Ovalbumin-related protein Y (SERPINB14B)	422	GlyAnas	A0A493T078	A0A493T078_ANAPP Serpin family I member 1	425	601.0	35.5	1.08e-63	33	422	32	412
A0A8V0YJ25	A0A8V0YJ25_CHICK Ovalbumin-related protein Y (SERPINB14B)	422	GlyAnas	A0A8B9UUI8	A0A8B9UUI8_9AVES Serpin domain-containing protein	419	429.0	29.2	9.50e-44	43	422	54	416
A0A8V0YNV3	A0A8V0YNV3_CHICK Collagen alpha-2(VI) chain	939	GlyAnas	A0A8B9UC52	A0A8B9UC52_9AVES Collagen type V alpha 1 chain	1879	637.0	49.6	1.61e-67	254	505	1182	1445
A0A8V0YNV3	A0A8V0YNV3_CHICK Collagen alpha-2(VI) chain	939	GlyAnas	A0A8B9SR16	A0A8B9SR16_ANAPL von Willebrand factor	2764	198.0	22.9	1.29e-16	530	936	1462	1809
A0A8V0YNV3	A0A8V0YNV3_CHICK Collagen alpha-2(VI) chain	939	GlyAnas	A0A493SY54	A0A493SY54_ANAPP Palmitoyl-protein thioesterase 1	615	178.0	33.5	2.69e-14	291	504	58	264
A0A8V0YNV3	A0A8V0YNV3_CHICK Collagen alpha-2(VI) chain	939	GlyAnas	A0A8B9U9X9	A0A8B9U9X9_9AVES Uncharacterized protein	1028	120.0	27.3	1.43e-07	260	500	211	465
A0A8V0YNV3	A0A8V0YNV3_CHICK Collagen alpha-2(VI) chain	939	GlyAnas	A0A493U469	A0A493U469_ANAPP Glypican-1	946	103.0	24.9	1.34e-05	233	495	63	285
A0A8V0YP97	A0A8V0YP97_CHICK Pro-cathepsin H	321	GlyAnas	A0A493TCQ9	A0A493TCQ9_ANAPP Pro-cathepsin H	384	1242.0	84.8	3.86e-138	54	312	104	367
A0A8V0YP97	A0A8V0YP97_CHICK Pro-cathepsin H	321	GlyAnas	A0A8B9SZ08	A0A8B9SZ08_ANAPL Cathepsin L1	338	553.0	40.7	3.02e-58	1	305	5	315
A0A8V0YP97	A0A8V0YP97_CHICK Pro-cathepsin H	321	GlyAnas	A0A493T9K3	A0A493T9K3_ANAPP Cathepsin B	569	235.0	28.7	2.26e-21	106	307	305	540
A0A8V0YRZ5	A0A8V0YRZ5_CHICK Discoidin, CUB and LCCL domain containing 1	919	GlyAnas	A0A8B9VJN1	A0A8B9VJN1_9AVES Discoidin, CUB and LCCL domain-containing protein 1	666	2540.0	75.4	3.40e-288	277	919	35	666
A0A8V0YRZ5	A0A8V0YRZ5_CHICK Discoidin, CUB and LCCL domain containing 1	919	GlyAnas	A0A8B9R6K5	A0A8B9R6K5_ANAPL Milk fat globule EGF and factor V/VIII domain containing	468	226.0	36.9	7.16e-20	541	650	356	466
A0A8V0YRZ5	A0A8V0YRZ5_CHICK Discoidin, CUB and LCCL domain containing 1	919	GlyAnas	A0A8B9TXF5	A0A8B9TXF5_9AVES Signal peptide, CUB and EGF-like domain-containing protein 3	978	121.0	24.8	1.07e-07	284	416	789	923
A0A8V0YRZ5	A0A8V0YRZ5_CHICK Discoidin, CUB and LCCL domain containing 1	919	GlyAnas	A0A8B9SN47	A0A8B9SN47_ANAPL Signal peptide, CUB and EGF-like domain-containing protein 2	981	117.0	25.0	3.12e-07	293	416	799	925
A0A8V0YRZ5	A0A8V0YRZ5_CHICK Discoidin, CUB and LCCL domain containing 1	919	GlyAnas	A0A8B9QUR7	A0A8B9QUR7_ANAPL Catenin delta 2	1225	116.0	27.2	4.08e-07	92	305	161	390
A0A8V0YSF6	A0A8V0YSF6_CHICK Legumain	431	GlyAnas	R0JS06	R0JS06_ANAPL Legumain (Fragment)	396	2044.0	95.2	5.21e-231	1	396	1	396
A0A8V0YW06	A0A8V0YW06_CHICK Epithelial cell adhesion molecule	307	GlyAnas	A0A493SVU7	A0A493SVU7_ANAPP SPARC related modular calcium binding 1	492	85.0	28.9	5.35e-04	43	117	67	154
A0A8V0YW06	A0A8V0YW06_CHICK Epithelial cell adhesion molecule	307	GlyAnas	A0A8B9SPP5	A0A8B9SPP5_ANAPL SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2	439	83.0	30.9	9.13e-04	76	128	333	380
A0A8V0YYS9	A0A8V0YYS9_CHICK procollagen-lysine 5-dioxygenase	756	GlyAnas	A0A8B9T868	A0A8B9T868_ANAPL Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	730	2460.0	58.9	5.29e-279	8	756	3	730
A0A8V0Z0I1	A0A8V0Z0I1_CHICK Aminopeptidase	967	GlyAnas	A0A493TT23	A0A493TT23_ANAPP Aminopeptidase	960	4145.0	81.7	0.00e+00	1	960	1	955
A0A8V0Z0I1	A0A8V0Z0I1_CHICK Aminopeptidase	967	GlyAnas	A0A493TDR5	A0A493TDR5_ANAPP Aminopeptidase	952	1424.0	34.0	9.14e-159	3	919	7	908
A0A8V0Z1G0	A0A8V0Z1G0_CHICK Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	686	GlyAnas	A0A8B9T868	A0A8B9T868_ANAPL Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	730	3513.0	96.0	0.00e+00	15	686	59	730
A0A8V0Z3S9	A0A8V0Z3S9_CHICK Basement membrane-specific heparan sulfate proteoglycan core protein	4167	GlyAnas	A0A8B9U8F8	A0A8B9U8F8_9AVES Laminin subunit alpha-2	3075	1251.0	29.6	4.53e-138	709	1650	278	1482
A0A8V0Z3S9	A0A8V0Z3S9_CHICK Basement membrane-specific heparan sulfate proteoglycan core protein	4167	GlyAnas	R0K6C9	R0K6C9_ANAPL Titin (Fragment)	32970	1126.0	23.7	1.41e-123	1656	3454	5962	7750
A0A8V0Z3S9	A0A8V0Z3S9_CHICK Basement membrane-specific heparan sulfate proteoglycan core protein	4167	GlyAnas	A0A493T9C8	A0A493T9C8_ANAPP Laminin subunit alpha 5	3191	850.0	29.0	1.43e-91	710	1600	933	1650
A0A8V0Z3S9	A0A8V0Z3S9_CHICK Basement membrane-specific heparan sulfate proteoglycan core protein	4167	GlyAnas	A0A8B9SV12	A0A8B9SV12_ANAPL Laminin subunit alpha 5	3507	783.0	37.7	8.39e-84	1146	1652	1418	1900
A0A8V0Z3S9	A0A8V0Z3S9_CHICK Basement membrane-specific heparan sulfate proteoglycan core protein	4167	GlyAnas	A0A8B9SYM3	A0A8B9SYM3_ANAPL Agrin	1983	778.0	31.1	3.19e-83	3465	4165	1328	1980
A0A8V0Z5X2	A0A8V0Z5X2_CHICK Prosaposin	541	GlyAnas	A0A8B9R8Y2	A0A8B9R8Y2_ANAPL Prosaposin	515	2549.0	88.9	1.81e-289	1	541	1	515
A0A8V0Z862	A0A8V0Z862_CHICK Neuroblastoma suppressor of tumorigenicity 1	294	GlyAnas	A0A8B9TQE6	A0A8B9TQE6_ANAPL Neuroblastoma suppressor of tumorigenicity 1	243	1013.0	96.8	1.27e-111	106	294	55	243
A0A8V0Z862	A0A8V0Z862_CHICK Neuroblastoma suppressor of tumorigenicity 1	294	GlyAnas	R0L6N3	R0L6N3_ANAPL Mucin-5AC (Fragment)	723	97.0	28.6	2.08e-05	148	236	620	704
A0A8V0Z862	A0A8V0Z862_CHICK Neuroblastoma suppressor of tumorigenicity 1	294	GlyAnas	A0A8B9QNN8	A0A8B9QNN8_ANAPL Mucin-5AC	3271	95.0	28.4	3.55e-05	151	236	3170	3251
A0A8V0Z932	A0A8V0Z932_CHICK Vitellogenin 2	1864	GlyAnas	A0A493TF01	A0A493TF01_ANAPP Uncharacterized protein	1803	7870.0	81.9	0.00e+00	11	1864	1	1803
A0A8V0Z932	A0A8V0Z932_CHICK Vitellogenin 2	1864	GlyAnas	A0A8B9VNY9	A0A8B9VNY9_9AVES Phosvitin	1824	3105.0	36.1	0.00e+00	11	1863	1	1824
A0A8V0Z932	A0A8V0Z932_CHICK Vitellogenin 2	1864	GlyAnas	A0A493SUM6	A0A493SUM6_ANAPP G-patch domain containing 8	1473	191.0	27.5	1.66e-15	1088	1381	618	942
A0A8V0Z932	A0A8V0Z932_CHICK Vitellogenin 2	1864	GlyAnas	A0A8B9SR16	A0A8B9SR16_ANAPL von Willebrand factor	2764	147.0	26.8	2.10e-10	1588	1764	13	178
A0A8V0Z932	A0A8V0Z932_CHICK Vitellogenin 2	1864	GlyAnas	A0A8B9UL04	A0A8B9UL04_9AVES Uncharacterized protein	1538	141.0	27.9	1.04e-09	1119	1306	747	947
A0A8V0ZA93	A0A8V0ZA93_CHICK hyaluronoglucosaminidase	1359	GlyAnas	A0A8B9V707	A0A8B9V707_9AVES hyaluronoglucosaminidase	1365	6948.0	95.3	0.00e+00	17	1359	23	1365
A0A8V0ZA93	A0A8V0ZA93_CHICK hyaluronoglucosaminidase	1359	GlyAnas	A0A8B9UUB6	A0A8B9UUB6_9AVES VWFD domain-containing protein	3275	109.0	26.1	3.91e-06	311	415	1335	1448
A0A8V0ZA93	A0A8V0ZA93_CHICK hyaluronoglucosaminidase	1359	GlyAnas	A0A8B9UQR5	A0A8B9UQR5_9AVES Mucin-5AC	2637	100.0	22.9	4.32e-05	310	519	1276	1548
A0A8V0ZA93	A0A8V0ZA93_CHICK hyaluronoglucosaminidase	1359	GlyAnas	A0A8B9QNN8	A0A8B9QNN8_ANAPL Mucin-5AC	3271	98.0	29.3	7.37e-05	309	422	1596	1717
A0A8V0ZD93	A0A8V0ZD93_CHICK Beta-hexosaminidase	526	GlyAnas	A0A493TIW4	A0A493TIW4_ANAPP Beta-hexosaminidase subunit beta	652	1614.0	60.0	4.62e-181	14	506	123	616
A0A8V0ZHF5	A0A8V0ZHF5_CHICK Thrombospondin-1	1178	GlyAnas	A0A493T8L7	A0A493T8L7_ANAPP Thrombospondin-1	1178	6410.0	96.9	0.00e+00	4	1178	1	1178
A0A8V0ZHF5	A0A8V0ZHF5_CHICK Thrombospondin-1	1178	GlyAnas	A0A8B9QS28	A0A8B9QS28_ANAPL Thrombospondin-2	1182	4327.0	63.6	0.00e+00	31	1177	32	1181
A0A8V0ZHF5	A0A8V0ZHF5_CHICK Thrombospondin-1	1178	GlyAnas	A0A8B9TBP5	A0A8B9TBP5_ANAPL A disintegrin and metalloproteinase with thrombospondin motifs 1	934	220.0	32.0	4.56e-19	416	558	450	586
A0A8V0ZHF5	A0A8V0ZHF5_CHICK Thrombospondin-1	1178	GlyAnas	A0A493TA20	A0A493TA20_ANAPP Thrombospondin type 1 domain containing 4	1028	201.0	26.6	7.27e-17	334	594	625	889
A0A8V0ZHF5	A0A8V0ZHF5_CHICK Thrombospondin-1	1178	GlyAnas	A0A8B9VG14	A0A8B9VG14_9AVES Crumbs cell polarity complex component 1	1399	197.0	26.4	2.12e-16	343	800	15	423
