index,status,year,matched_title,doi,crossref_url,pdf_url,filename,note,reference
022,matched-no-open-pdf,2022,"AVONET: morphological, ecological and geographical data for all birds",10.1111/ele.13898,https://doi.org/10.1111/ele.13898,https://portal.findresearcher.sdu.dk/files/199631394/Ecology_Letters_2022_Tobias_AVONET_morphological_ecological_and_geographical_data_for_all_birds.pdf,,HTTP Error 403: Forbidden,"22. J. A. Tobias, C. Sheard, A. L. Pigot, A. J. M. Devenish, J. Yang, F. Sayol, M. H. C. Neate-Clegg, N. Alioravainen, T. L. Weeks, R. A. Barber, P. A. Walkden, H. E. A. MacGregor, S. E. I. Jones, C. Vincent, A. G. Phillips, N. M. Marples, F. A. Montaño-Centellas, V. Leandro-Silva, S. Claramunt, B. Darski, B. G. Freeman, T. P. Bregman, C. R. Cooney, E. C. Hughes, E. J. R. Capp, Z. K. Varley, N. R. Friedman, H. Korntheuer, A. Corrales-Vargas, C. H. Trisos, B. C. Weeks, D. M. Hanz, T. Töpfer, G. A. Bravo, V. Remeš, L. Nowak, L. S. Carneiro, A. J. M. R., B. Matysioková, D. T. Baldassarre, A. Martínez-Salinas, J. D. Wolfe, P. M. Chapman, B. G. Daly, M. C. Sorensen, A. Neu, M. A. Ford, R. J. Mayhew, L. F. Silveira, D. J. Kelly, N. N. D. Annorbah, H. S. Pollock, A. M. Grabowska-Zhang, J. P. McEntee, J. C. T. Gonzalez, C. G. Meneses, M. C. Muñoz, L. L. Powell, G. A. Jamie, T. J. Matthews, O. Johnson, G. R. R. Brito, K. Zyskowski, R. Crates, M. G. Harvey, M. J. Zevallos, P. A. Hosner, T. Bradfer-Lawrence, J. M. Maley, F. G. Stiles, H. S. Lima, K. L. Provost, M. Chibesa, M. Mashao, J. T. Howard, E. Mlamba, M. A. H. Chua, B. Li, M. I. Gómez, N. C. García, M. Päckert, J. Fuchs, J. R. Ali, E. P. Derryberry, M. L. Carlson, R. C. Urriza, K. E. Brzeski, D. M. Prawiradilaga, M. J. Rayner, E. T. Miller, R. C. K. Bowie, R.-M. Lafontaine, R. P. Scofield, Y. Lou, L. Somarathna, D. Lepage, M. Illif, E. L. Neuschulz, M. Templin, D. M. Dehling, J. C. Cooper, O. S. G. Pauwels, K. Analuddin, J. Fjeldså, N. Seddon, P. R. Sweet, F. A. J. DeClerck, L. N. Naka, J. D. Brawn, A. Aleixo, K. Böhning-Gaese, C. Rahbek, S. A. Fritz, G. H. Thomas, M. Schleuning, AVONET: morphological, ecological and geographical data for all birds. Ecology Letters 25, 581-597 (2022)."
023,downloaded,2023,The evolution of nest site use and nest architecture in modern birds and their ancestors,10.1098/rstb.2022.0143,https://doi.org/10.1098/rstb.2022.0143,https://eprints.lancs.ac.uk/id/eprint/203630/1/Mainwaring_et_al_PhilTrans_2023_final_MS.pdf,023_2023_The_evolution_of_nest_site_use_and_nest_architecture_in_modern_birds_and_their_ancestors.pdf,downloaded,"23. M. C. Mainwaring, I. Medina, B. W. Tobalske, I. R. Hartley, D. J. Varricchio, M. E. Hauber, The evolution of nest site use and nest architecture in modern birds and their ancestors. Philosophical Transactions of the Royal Society B: Biological Sciences 378, 20220143 (2023)."
024,matched-no-open-pdf,2015,A comprehensive phylogeny of birds (Aves) using targeted next-generation DNA sequencing,10.1038/nature15697,https://doi.org/10.1038/nature15697,http://www.nature.com/articles/nature15697.pdf,,"non-pdf response (text/html; charset=""utf-8"")","24. R. O. Prum, J. S. Berv, A. Dornburg, D. J. Field, J. P. Townsend, E. M. Lemmon, A. R. Lemmon, A comprehensive phylogeny of birds (Aves) using targeted next-generation DNA sequencing. Nature 526, 569-573 (2015)."
025,matched-no-open-pdf,2014,Whole-genome analyses resolve early branches in the tree of life of modern birds,10.1126/science.1253451,https://doi.org/10.1126/science.1253451,,,Matched DOI but no direct open PDF URL found,"25. E. D. Jarvis, S. Mirarab, A. J. Aberer, B. Li, P. Houde, C. Li, S. Y. W. Ho, B. C. Faircloth, B. Nabholz, J. T. Howard, A. Suh, C. C. Weber, R. R. da Fonseca, J. Li, F. Zhang, H. Li, L. Zhou, N. Narula, L. Liu, G. Ganapathy, B. Boussau, M. S. Bayzid, V. Zavidovych, S. Subramanian, T. Gabaldón, S. Capella-Gutiérrez, J. Huerta-Cepas, B. Rekepalli, K. Munch, M. Schierup, B. Lindow, W. C. Warren, D. Ray, R. E. Green, M. W. Bruford, X. Zhan, A. Dixon, S. Li, N. Li, Y. Huang, E. P. Derryberry, M. F. Bertelsen, F. H. Sheldon, R. T. Brumfield, C. V. Mello, P. V. Lovell, M. Wirthlin, M. P. C. Schneider, F. Prosdocimi, J. A. Samaniego, A. M. V. Velazquez, A. Alfaro-Núñez, P. F. Campos, B. Petersen, T. Sicheritz-Ponten, A. Pas, T. Bailey, P. Scofield, M. Bunce, D. M. Lambert, Q. Zhou, P. Perelman, A. C. Driskell, B. Shapiro, Z. Xiong, Y. Zeng, S. Liu, Z. Li, B. Liu, K. Wu, J. Xiao, X. Yinqi, Q. Zheng, Y. Zhang, H. Yang, J. Wang, L. Smeds, F. E. Rheindt, M. Braun, J. Fjeldsa, L. Orlando, F. K. Barker, K. A. Jønsson, W. Johnson, K.-P. Koepfli, S. O’Brien, D. Haussler, O. A. Ryder, C. Rahbek, E. Willerslev, G. R. Graves, T. C. Glenn, J. McCormack, D. Burt, H. Ellegren, P. Alström, S. V. Edwards, A. Stamatakis, D. P. Mindell, J. Cracraft, E. L. Braun, T. Warnow, W. Jun, M. T. P. Gilbert, G. Zhang, Whole-genome analyses resolve early branches in the tree of life of modern birds. Science 346, 1320-1331 (2014)."
026,matched-no-open-pdf,2019,Comparative study of eggshell antibacterial effectivity in precocial and altricial birds using Escherichia coli,10.1371/journal.pone.0220054,https://doi.org/10.1371/journal.pone.0220054,,,Matched DOI but no direct open PDF URL found,"26. X. Chen, X. Li, Z. He, Z. Hou, G. Xu, N. Yang, J. Zheng, Comparative study of eggshell antibacterial effectivity in precocial and altricial birds using Escherichia coli. PLOS ONE 14, e0220054 (2019)."
027,matched-no-open-pdf,2025,Dietary cholecalciferol and 25-hydroxyvitamin D3 supplementation improved eggshell and bone quality of laying ducks during 60 to 76 weeks of age,10.1016/j.aninu.2025.02.011,https://doi.org/10.1016/j.aninu.2025.02.011,,,Matched DOI but no direct open PDF URL found,"27. Y. Zhang, H. Xia, S. Wang, W. Xia, C. Jin, X. Huang, K. Li, S. Wang, C. Zhang, C. Zheng, W. Chen, Dietary cholecalciferol and 25-hydroxyvitamin D3 supplementation improved eggshell and bone quality of laying ducks during 60 to 76 weeks of age. Animal Nutrition 22, 414-425 (2025)."
028,matched-no-open-pdf,2023,Attaching organic fibers to mineral: The case of the avian eggshell,10.1016/j.isci.2023.108425,https://doi.org/10.1016/j.isci.2023.108425,https://pmc.ncbi.nlm.nih.gov/articles/PMC10687338/pdf/main.pdf,,non-pdf response (text/html; charset=utf-8),"28. D. J. Buss, N. Reznikov, M. D. McKee, Attaching organic fibers to mineral: The case of the avian eggshell. iScience 26, 108425 (2023)."
029,matched-no-open-pdf,2022,Antimicrobial Proteins and Peptides in Avian Eggshell: Structural Diversity and Potential Roles in Biomineralization,10.3389/fimmu.2022.946428,https://doi.org/10.3389/fimmu.2022.946428,,,Matched DOI but no direct open PDF URL found,"29. T. Moreau, J. Gautron, M. T. Hincke, P. Monget, S. Réhault-Godbert, N. Guyot, Antimicrobial Proteins and Peptides in Avian Eggshell: Structural Diversity and Potential Roles in Biomineralization. Frontiers in Immunology 13, 946428 (2022)."
030,matched-no-open-pdf,2024,"Comparative Analysis of the Ultrastructure, Bubble Pores, and Composition of Eggshells of Dwarf Layer-White and Guinea Fowl",10.3390/ani14101496,https://doi.org/10.3390/ani14101496,https://pmc.ncbi.nlm.nih.gov/articles/PMC11117361/pdf/animals-14-01496.pdf,,non-pdf response (text/html; charset=utf-8),"30. Y.-T. Wang, Y.-F. Chen, J.-J. Zhang, Q. Zhang, X.-Y. Zhao, R.-Y. Zhou, H. Chen, D.-H. Wang, Comparative Analysis of the Ultrastructure, Bubble Pores, and Composition of Eggshells of Dwarf Layer-White and Guinea Fowl. Animals 14, 1496 (2024)."
031,matched-no-open-pdf,2024,TMT-based quantitative proteomic analysis reveals eggshell matrix protein changes correlated with eggshell quality in Jing Tint 6 laying hens of different ages,10.1016/j.psj.2024.103463,https://doi.org/10.1016/j.psj.2024.103463,https://pmc.ncbi.nlm.nih.gov/articles/PMC10840124/pdf/main.pdf,,HTTP Error 403: Forbidden,"31. D.-r. Zhao, L.-b. Gao, F. Gong, J. Feng, H.-j. Zhang, S.-g. Wu, J. Wang, Y.-n. Min, TMT-based quantitative proteomic analysis reveals eggshell matrix protein changes correlated with eggshell quality in Jing Tint 6 laying hens of different ages. Poultry Science 103, 103463 (2024)."
032,matched-no-open-pdf,2025,TMT-Based quantitative proteomic analysis reveals age-related changes in eggshell matrix proteins and their correlation with eggshell quality in Xinyang blue-shelled laying hens,10.1016/j.psj.2024.104661,https://doi.org/10.1016/j.psj.2024.104661,,,Matched DOI but no direct open PDF URL found,"32. Y. Fu, D.-r. Zhao, L.-b. Gao, H.-j. Zhang, J. Feng, Y.-n. Min, G.-h. Qi, J. Wang, TMT-Based quantitative proteomic analysis reveals age-related changes in eggshell matrix proteins and their correlation with eggshell quality in Xinyang blue-shelled laying hens. Poultry Science 104, 104661 (2025)."
033,matched-no-open-pdf,2025,Proteomic changes in extracellular vesicle and uterine fluid proteins correlated with eggshell quality in aged laying hens,10.1016/j.psj.2025.105939,https://doi.org/10.1016/j.psj.2025.105939,,,Matched DOI but no direct open PDF URL found,"33. L.-b. Gao, Y. Fu, Y.-t. Guo, H.-j. Zhang, G.-h. Qi, J. Wang, Proteomic changes in extracellular vesicle and uterine fluid proteins correlated with eggshell quality in aged laying hens. Poultry Science 104, 105939 (2025)."
034,matched-no-open-pdf,2025,The characterization of uterine calcium transport and metabolism during eggshell calcification of hens laying high or low breaking strength eggshell,10.1016/j.psj.2025.105111,https://doi.org/10.1016/j.psj.2025.105111,,,Matched DOI but no direct open PDF URL found,"34. Y.-y. Yang, D. Dai, H.-j. Zhang, S.-g. Wu, G.-h. Qi, J. Wang, The characterization of uterine calcium transport and metabolism during eggshell calcification of hens laying high or low breaking strength eggshell. Poultry Science 104, 105111 (2025)."
035,downloaded,2025,Transcriptome-based analysis reveals relationship between duck eggshell color and eggshell strength,10.1186/s12864-025-11452-w,https://doi.org/10.1186/s12864-025-11452-w,https://link.springer.com/content/pdf/10.1186/s12864-025-11452-w.pdf,035_2025_Transcriptome-based_analysis_reveals_relationship_between_duck_eggshell_color_and_eggshell_strength.pdf,downloaded,"35. L. Wang, H. Liu, S. Yu, M. Lu, Y. Zhang, S. Wang, S. Hou, Transcriptome-based analysis reveals relationship between duck eggshell color and eggshell strength. BMC Genomics 26, 410 (2025)."
036,matched-no-open-pdf,2024,Eggshell Quality Traits and Transcriptome Gene Screening Between Yunnong and Jingfen Chicken Breeds,10.3390/biology13121048,https://doi.org/10.3390/biology13121048,https://pmc.ncbi.nlm.nih.gov/articles/PMC11673107/pdf/biology-13-01048.pdf,,HTTP Error 403: Forbidden,"36. Z. Li, H. Wu, J. Fu, M. Mushtaq, M. Khan, Y. Liu, Z. Azeem, H. Shi, Y. He, R. Zhang, M. A. U. Rahman, J. Kang, C. Ge, K. Wang, Eggshell Quality Traits and Transcriptome Gene Screening Between Yunnong and Jingfen Chicken Breeds. Biology 13, 1048 (2024)."
037,matched-no-open-pdf,2026,Ultrastructural changes in eggshell during incubation: mechanisms and implications,10.1016/j.psj.2025.106314,https://doi.org/10.1016/j.psj.2025.106314,,,Matched DOI but no direct open PDF URL found,"37. G. Rayan, M. Fathi, Ultrastructural changes in eggshell during incubation: mechanisms and implications. Poultry Science 105, 106314 (2026)."
038,matched-no-open-pdf,2017,Nature's technical ceramic: the avian eggshell,10.1098/rsif.2016.0804,https://doi.org/10.1098/rsif.2016.0804,https://royalsocietypublishing.org/doi/pdf/10.1098/rsif.2016.0804,,HTTP Error 403: Forbidden,"38. E. N. Hahn, V. R. Sherman, A. Pissarenko, S. D. Rohrbach, D. J. Fernandes, M. A. Meyers, Nature's technical ceramic: the avian eggshell. Journal of The Royal Society Interface 14, 20160804 (2017)."
039,matched-no-open-pdf,2021,Climate variability and parent nesting strategies influence gas exchange across avian eggshells,10.1098/rspb.2021.0823,https://doi.org/10.1098/rspb.2021.0823,https://royalsocietypublishing.org/doi/pdf/10.1098/rspb.2021.0823,,HTTP Error 403: Forbidden,"39. M. R. G. Attard, S. J. Portugal, Climate variability and parent nesting strategies influence gas exchange across avian eggshells. Proceedings of the Royal Society B: Biological Sciences 288, 20210823 (2021)."
040,matched-no-open-pdf,2021,"Eggshell structure in Apteryx: Form, Function, and Adaptation",10.22541/au.160027528.87752141,https://doi.org/10.22541/au.160027528.87752141,,,Matched DOI but no direct open PDF URL found,"40. D. Vieco-Galvez, I. Castro, P. C. H. Morel, W. H. Chua, M. Loh, The eggshell structure in apteryx; form, function, and adaptation. Ecology and Evolution 11, 3184-3202 (2021)."
041,matched-no-open-pdf,2025,Scratching beyond the surface: examining macroecological patterns in avian eggshell texture,10.1098/rsif.2024.0527,https://doi.org/10.1098/rsif.2024.0527,https://oro.open.ac.uk/107346/1/rsif.2024.0527.pdf,,HTTP Error 403: Forbidden,"41. M. R. G. Attard, J. Bowen, S. J. Portugal, Scratching beyond the surface: examining macroecological patterns in avian eggshell texture. Journal of The Royal Society Interface 22, 20240527 (2025)."
042,matched-no-open-pdf,2024,Enhanced Surface Accessibility of SARS-CoV-2 Omicron Spike Protein Due to an Altered Glycosylation Profile,10.1021/acsinfecdis.4c00015,https://doi.org/10.1021/acsinfecdis.4c00015,https://pmc.ncbi.nlm.nih.gov/articles/PMC11184558/pdf/id4c00015.pdf,,non-pdf response (text/html; charset=utf-8),"42. D. Wang, Z. Zhang, J. Baudys, C. Haynes, S. H. Osman, B. Zhou, J. R. Barr, J. C. Gumbart, Enhanced Surface Accessibility of SARS-CoV-2 Omicron Spike Protein Due to an Altered Glycosylation Profile. ACS Infectious Diseases 10, 2032-2046 (2024)."
043,matched-no-open-pdf,2024,Water–glycan interactions drive the SARS-CoV-2 spike dynamics: insights into glycan-gate control and camouflage mechanisms,10.1039/d4sc04364b,https://doi.org/10.1039/d4sc04364b,https://pmc.ncbi.nlm.nih.gov/articles/PMC11359970/pdf/SC-015-D4SC04364B.pdf,,non-pdf response (text/html; charset=utf-8),"43. M. Blazhynska, L. Lagardère, C. Liu, O. Adjoua, P. Ren, J.-P. Piquemal, Water–glycan interactions drive the SARS-CoV-2 spike dynamics: insights into glycan-gate control and camouflage mechanisms. Chemical Science 15, 14177-14187 (2024)."
044,downloaded,2020,Beyond Shielding: The Roles of Glycans in the SARS-CoV-2 Spike Protein,10.1021/acscentsci.0c01056,https://doi.org/10.1021/acscentsci.0c01056,https://mural.maynoothuniversity.ie/15012/1/EF_beyond%20shielding.pdf,044_2020_Beyond_Shielding__The_Roles_of_Glycans_in_the_SARS-CoV-2_Spike_Protein.pdf,downloaded,"44. L. Casalino, Z. Gaieb, J. A. Goldsmith, C. K. Hjorth, A. C. Dommer, A. M. Harbison, C. A. Fogarty, E. P. Barros, B. C. Taylor, J. S. McLellan, E. Fadda, R. E. Amaro, Beyond Shielding: The Roles of Glycans in the SARS-CoV-2 Spike Protein. ACS Central Science 6, 1722-1734 (2020)."
045,downloaded,2020,Analysis of the SARS-CoV-2 spike protein glycan shield reveals implications for immune recognition,10.1038/s41598-020-71748-7,https://doi.org/10.1038/s41598-020-71748-7,https://www.nature.com/articles/s41598-020-71748-7.pdf,045_2020_Analysis_of_the_SARS-CoV-2_spike_protein_glycan_shield_reveals_implications_for_immune_recognition.pdf,downloaded,"45. O. C. Grant, D. Montgomery, K. Ito, R. J. Woods, Analysis of the SARS-CoV-2 spike protein glycan shield reveals implications for immune recognition. Scientific Reports 10, 14991 (2020)."
046,matched-no-open-pdf,2020,Vulnerabilities in coronavirus glycan shields despite extensive glycosylation,10.1038/s41467-020-16567-0,https://doi.org/10.1038/s41467-020-16567-0,https://www.nature.com/articles/s41467-020-16567-0.pdf,,"HTTP Error 303: The HTTP server returned a redirect error that would lead to an infinite loop.
The last 30x error message was:
See Other","46. Y. Watanabe, Z. T. Berndsen, J. Raghwani, G. E. Seabright, J. D. Allen, O. G. Pybus, J. S. McLellan, I. A. Wilson, T. A. Bowden, A. B. Ward, M. Crispin, Vulnerabilities in coronavirus glycan shields despite extensive glycosylation. Nature Communications 11, 2688 (2020)."
