short_name,structure,species,model,n_candidates,n_hotspots,hotspot_frac,n_shielded_cands,shielded_sasa_delta,hotspot_sasa_mean,hotspot_sasa_std,iface_full_sasa,iface_alone_sasa,iface_shielding
A1,Anas_G20030CU,Anas,19,90,68,0.7555555555555555,14,9.003969650874968,45.7788141372189,37.57726127624048,37.56820567559308,40.65934782608696,3.09114215049388
A1,Anas_G20030CU,Anas,20,90,68,0.7555555555555555,14,9.003969650874968,45.53758140132598,37.069712487008665,35.55046467234925,40.65934782608696,5.108883153737708
A1,Anas_G20030CU,Anas,21,90,68,0.7555555555555555,13,9.272021577942112,45.52081084054284,37.266231708709256,37.34662514734474,40.65934782608696,3.312722678742219
A1,Anas_G20030CU,Anas,22,90,68,0.7555555555555555,14,9.003969650874968,45.7788141372189,37.57726127624048,37.56820567559308,40.65934782608696,3.09114215049388
A1,Anas_G20030CU,Anas,23,90,68,0.7555555555555555,13,9.272021577942112,45.4487852089701,37.12497464986037,37.85438648797785,40.65934782608696,2.804961338109109
A1,Anas_G20030CU,Anas,24,90,68,0.7555555555555555,13,9.272021577942112,45.70678850564616,37.198315224075735,36.25706026802139,40.65934782608696,4.402287558065567
A1,Anas_G20030CU,Anas,25,90,68,0.7555555555555555,15,9.74904361784037,45.27957810464992,37.02435668425176,35.93606261225354,40.65934782608696,4.723285213833421
A1,Anas_G20030CU,Anas,26,90,68,0.7555555555555555,13,9.272021577942112,45.69001794486303,37.63234732252253,37.66561104141696,40.65934782608696,2.9937367846699985
A1,Anas_G20030CU,Anas,27,90,68,0.7555555555555555,14,9.435265442317796,45.52919612093441,37.27189548244733,35.60670946242447,40.65934782608696,5.0526383636624885
A1,Anas_G20030CU,Anas,28,90,68,0.7555555555555555,16,9.16016564689087,45.10198571993816,37.32507326118655,35.504972125930614,40.65934782608696,5.154375700156344
A1,Anas_G20030CU,Anas,29,90,68,0.7555555555555555,16,9.16016564689087,45.10198571993816,37.32507326118655,35.504972125930614,40.65934782608696,5.154375700156344
A1,Anas_G20030CU,Anas,30,90,68,0.7555555555555555,13,9.272021577942112,45.60960703289872,37.452421261399614,37.66359927972133,40.65934782608696,2.995748546365625
A1,Anas_G20030CU,Anas,31,90,68,0.7555555555555555,14,9.003969650874968,45.53758140132598,37.069712487008665,35.55046467234925,40.65934782608696,5.108883153737708
A1,Anas_G20030CU,Anas,32,90,68,0.7555555555555555,13,9.272021577942112,45.95640652193066,37.75849773433068,37.38577396139778,40.65934782608696,3.273573864689176
A1,Anas_G20030CU,Anas,33,90,68,0.7555555555555555,15,9.886854490018823,45.02320196816884,37.2269947797958,35.069858116216444,40.65934782608696,5.589489709870513
A1,Anas_G20030CU,Anas,34,90,68,0.7555555555555555,14,9.003969650874968,45.60122175250715,37.66167914709089,37.348636909040366,40.65934782608696,3.310710917046592
A1,Anas_G20030CU,Anas,35,90,68,0.7555555555555555,13,9.272021577942112,45.52081084054284,37.266231708709256,37.34662514734474,40.65934782608696,3.312722678742219
A1,Anas_G20030CU,Anas,36,90,68,0.7555555555555555,13,9.272021577942112,45.60960703289872,37.452421261399614,37.76100464554521,40.65934782608696,2.898343180541744
A1,Anas_G20030CU,Anas,37,90,68,0.7555555555555555,13,9.272021577942112,45.52919612093441,37.28324803793173,37.661587518025705,40.65934782608696,2.9977603080612525
A1,Anas_G20030CU,Anas,38,90,68,0.7555555555555555,13,9.272021577942112,45.60960703289872,37.452421261399614,37.66359927972133,40.65934782608696,2.995748546365625
A1,Anas_G20030CU,Anas,39,90,68,0.7555555555555555,14,9.003969650874968,45.698403225254594,37.39726111263797,37.675978297173806,40.65934782608696,2.983369528913151
A1,Anas_G20030CU,Anas,40,90,68,0.7555555555555555,15,9.471329698037836,45.20242151307559,37.32688404814139,36.00437797250251,40.65934782608696,4.654969853584447
A1,Anas_G20030CU,Anas,41,90,68,0.7555555555555555,16,9.16016564689087,45.10198571993816,37.32507326118655,35.504972125930614,40.65934782608696,5.154375700156344
A1,Anas_G20030CU,Anas,42,90,68,0.7555555555555555,13,9.272021577942112,45.60960703289872,37.452421261399614,37.76100464554521,40.65934782608696,2.898343180541744
A1,Anas_G20030CU,Anas,43,90,68,0.7555555555555555,14,9.003969650874968,45.7788141372189,37.57726127624048,37.56820567559308,40.65934782608696,3.09114215049388
A1,Anas_G20030CU,Anas,44,90,68,0.7555555555555555,13,9.272021577942112,45.875995609966346,37.56682340479436,37.57857293134992,40.65934782608696,3.08077489473704
A1,Anas_G20030CU,Anas,45,90,68,0.7555555555555555,14,9.435265442317796,45.60960703289872,37.441120001114754,37.34662514734474,40.65934782608696,3.312722678742219
A1,Anas_G20030CU,Anas,46,90,68,0.7555555555555555,13,9.272021577942112,45.875995609966346,37.56682340479436,37.57857293134992,40.65934782608696,3.08077489473704
A1,Anas_G20030CU,Anas,47,90,68,0.7555555555555555,13,9.272021577942112,45.79558469800204,37.38575561465609,37.68634555293065,40.65934782608696,2.973002273156304
A1,Anas_G20030CU,Anas,48,90,68,0.7555555555555555,14,9.003969650874968,45.7788141372189,37.57726127624048,37.56820567559308,40.65934782608696,3.09114215049388
A1,Anas_G20030CU,Anas,49,90,68,0.7555555555555555,13,9.272021577942112,45.60960703289872,37.452421261399614,37.66359927972133,40.65934782608696,2.995748546365625
A1,Anas_G20030CU,Anas,50,90,68,0.7555555555555555,14,9.003969650874968,45.53758140132598,37.069712487008665,37.36735965885843,40.65934782608696,3.2919881672285243
A2,Anas_G39213VZ,Anas,1,97,77,0.7938144329896907,18,9.933936604095644,45.91581115686028,36.53629782656258,37.32166216235063,39.8692,2.547537837649372
A2,Anas_G39213VZ,Anas,2,97,77,0.7938144329896907,17,9.934209663218796,46.06524080742876,36.68291722627782,37.4175909696063,39.8692,2.4516090303936977
A2,Anas_G39213VZ,Anas,3,97,77,0.7938144329896907,18,10.68461690092349,46.10967190352953,35.57429754819562,37.583544223640665,39.8692,2.2856557763593344
A2,Anas_G39213VZ,Anas,4,97,77,0.7938144329896907,18,9.933936604095644,45.91581115686028,36.53629782656258,37.32166216235063,39.8692,2.547537837649372
A2,Anas_G39213VZ,Anas,5,97,77,0.7938144329896907,18,10.9883914572331,45.89066699165828,35.51692852311008,37.36973845076946,39.8692,2.4994615492305385
A2,Anas_G39213VZ,Anas,6,97,77,0.7938144329896907,18,10.380842344613878,45.78859705434219,35.89722053361807,37.14981153263321,39.8692,2.719388467366791
A2,Anas_G39213VZ,Anas,7,97,77,0.7938144329896907,18,10.380842344613878,45.78859705434219,35.89722053361807,37.14981153263321,39.8692,2.719388467366791
A2,Anas_G39213VZ,Anas,8,97,77,0.7938144329896907,19,12.94822666401694,45.17004520478548,35.13351659309183,35.63242117863613,39.8692,4.23677882136387
A2,Anas_G39213VZ,Anas,9,97,77,0.7938144329896907,18,10.9883914572331,45.89066699165828,35.51692852311008,37.36973845076946,39.8692,2.4994615492305385
A2,Anas_G39213VZ,Anas,10,97,77,0.7938144329896907,18,11.292166013542715,45.96764743564452,35.35760498483483,37.48567424281904,39.8692,2.383525757180955
A2,Anas_G39213VZ,Anas,11,97,77,0.7938144329896907,19,12.94822666401694,45.17004520478548,35.13351659309183,35.63242117863613,39.8692,4.23677882136387
A2,Anas_G39213VZ,Anas,12,97,77,0.7938144329896907,18,9.933936604095644,45.98682339080279,36.71030443386989,37.217671036263965,39.8692,2.651528963736034
A2,Anas_G39213VZ,Anas,13,97,77,0.7938144329896907,18,10.380842344613876,46.18068413747204,35.6982576333884,37.58548539720662,39.8692,2.283714602793381
A2,Anas_G39213VZ,Anas,14,97,77,0.7938144329896907,17,9.934209663218796,46.06524080742876,36.68291722627782,37.4175909696063,39.8692,2.4516090303936977
A2,Anas_G39213VZ,Anas,15,97,77,0.7938144329896907,18,10.077067788304264,46.25169637141455,35.83248590528091,37.775401838152,39.8692,2.0937981618479995
A2,Anas_G39213VZ,Anas,16,97,77,0.7938144329896907,18,10.68461690092349,46.10967190352953,35.57429754819562,37.583544223640665,39.8692,2.2856557763593344
A2,Anas_G39213VZ,Anas,17,97,77,0.7938144329896907,17,9.934209663218796,46.06380383478903,36.44668537803168,37.427594462003256,39.8692,2.441605537996743
A2,Anas_G39213VZ,Anas,18,97,77,0.7938144329896907,17,9.934209663218796,46.06380383478903,36.44668537803168,37.427594462003256,39.8692,2.441605537996743
A2,Anas_G39213VZ,Anas,19,97,77,0.7938144329896907,18,9.933936604095644,45.91581115686028,36.53629782656258,37.32166216235063,39.8692,2.547537837649372
A2,Anas_G39213VZ,Anas,20,97,77,0.7938144329896907,18,10.9883914572331,45.89066699165828,35.51692852311008,37.36973845076946,39.8692,2.4994615492305385
A2,Anas_G39213VZ,Anas,21,97,77,0.7938144329896907,18,10.380842344613876,46.18068413747204,35.6982576333884,37.58548539720662,39.8692,2.283714602793381
A2,Anas_G39213VZ,Anas,22,97,77,0.7938144329896907,18,10.9883914572331,45.89066699165828,35.51692852311008,37.36973845076946,39.8692,2.4994615492305385
A2,Anas_G39213VZ,Anas,23,97,77,0.7938144329896907,18,10.68461690092349,46.04009664222676,35.59496723554681,37.57159955767775,39.8692,2.297600442322249
A2,Anas_G39213VZ,Anas,24,97,77,0.7938144329896907,18,10.68461690092349,46.04009664222676,35.59496723554681,37.67753185733038,39.8692,2.19166814266962
A2,Anas_G39213VZ,Anas,25,97,77,0.7938144329896907,18,10.9883914572331,45.89066699165828,35.51692852311008,37.36973845076946,39.8692,2.4994615492305385
A2,Anas_G39213VZ,Anas,26,97,77,0.7938144329896907,18,10.9883914572331,45.89066699165828,35.51692852311008,37.36973845076946,39.8692,2.4994615492305385
A2,Anas_G39213VZ,Anas,27,97,77,0.7938144329896907,18,10.9883914572331,45.89066699165828,35.51692852311008,37.36973845076946,39.8692,2.4994615492305385
A2,Anas_G39213VZ,Anas,28,97,77,0.7938144329896907,18,10.68461690092349,46.10967190352953,35.57429754819562,37.583544223640665,39.8692,2.2856557763593344
A2,Anas_G39213VZ,Anas,29,97,77,0.7938144329896907,18,10.380842344613878,45.78859705434219,35.89722053361807,37.14981153263321,39.8692,2.719388467366791
A2,Anas_G39213VZ,Anas,30,97,77,0.7938144329896907,18,10.9883914572331,45.89066699165828,35.51692852311008,37.36973845076946,39.8692,2.4994615492305385
A2,Anas_G39213VZ,Anas,31,97,77,0.7938144329896907,18,10.077067788304264,46.25169637141455,35.83248590528091,37.681414204462286,39.8692,2.187785795537714
A2,Anas_G39213VZ,Anas,32,97,77,0.7938144329896907,18,10.077067788304264,46.25169637141455,35.83248590528091,37.6933588704252,39.8692,2.175841129574799
A2,Anas_G39213VZ,Anas,33,97,77,0.7938144329896907,18,10.9883914572331,45.89066699165828,35.51692852311008,37.36973845076946,39.8692,2.4994615492305385
A2,Anas_G39213VZ,Anas,34,97,77,0.7938144329896907,19,10.220950849966458,45.63319919372999,35.97085681034892,36.73996817355158,39.8692,3.129231826448418
A2,Anas_G39213VZ,Anas,35,97,77,0.7938144329896907,18,9.933936604095644,45.91581115686028,36.53629782656258,37.32166216235063,39.8692,2.547537837649372
A2,Anas_G39213VZ,Anas,36,97,77,0.7938144329896907,17,9.934209663218796,46.06380383478903,36.44668537803168,37.32166216235063,39.8692,2.547537837649372
A2,Anas_G39213VZ,Anas,37,97,77,0.7938144329896907,18,10.9883914572331,45.89066699165828,35.51692852311008,37.36973845076946,39.8692,2.4994615492305385
A2,Anas_G39213VZ,Anas,38,97,77,0.7938144329896907,18,10.68461690092349,46.10967190352953,35.57429754819562,37.583544223640665,39.8692,2.2856557763593344
A2,Anas_G39213VZ,Anas,39,97,77,0.7938144329896907,18,10.380842344613878,45.78859705434219,35.89722053361807,37.14981153263321,39.8692,2.719388467366791
A2,Anas_G39213VZ,Anas,40,97,77,0.7938144329896907,18,10.68461690092349,46.10967190352953,35.57429754819562,37.583544223640665,39.8692,2.2856557763593344
A2,Anas_G39213VZ,Anas,41,97,77,0.7938144329896907,18,9.77329323199465,46.392283866659824,35.91306164247398,37.96531827909738,39.8692,1.9038817209026175
A2,Anas_G39213VZ,Anas,42,97,77,0.7938144329896907,18,10.68461690092349,46.10967190352953,35.57429754819562,37.48955658995095,39.8692,2.3796434100490487
A2,Anas_G39213VZ,Anas,43,97,77,0.7938144329896907,18,10.68461690092349,46.10967190352953,35.57429754819562,37.583544223640665,39.8692,2.2856557763593344
A2,Anas_G39213VZ,Anas,44,97,77,0.7938144329896907,18,10.077067788304264,46.25169637141455,35.83248590528091,37.681414204462286,39.8692,2.187785795537714
A2,Anas_G39213VZ,Anas,45,97,77,0.7938144329896907,18,10.9883914572331,45.89066699165828,35.51692852311008,37.36973845076946,39.8692,2.4994615492305385
A2,Anas_G39213VZ,Anas,46,97,77,0.7938144329896907,17,9.934209663218796,46.06524080742876,36.68291722627782,37.4175909696063,39.8692,2.4516090303936977
A2,Anas_G39213VZ,Anas,47,97,77,0.7938144329896907,17,9.934209663218796,46.06380383478903,36.44668537803168,37.32166216235063,39.8692,2.547537837649372
A2,Anas_G39213VZ,Anas,48,97,77,0.7938144329896907,18,10.68461690092349,46.04009664222676,35.59496723554681,37.57159955767775,39.8692,2.297600442322249
A2,Anas_G39213VZ,Anas,49,97,77,0.7938144329896907,17,9.934209663218796,46.06380383478903,36.44668537803168,37.427594462003256,39.8692,2.441605537996743
A2,Anas_G39213VZ,Anas,50,97,77,0.7938144329896907,18,10.9883914572331,45.89066699165828,35.51692852311008,37.36973845076946,39.8692,2.4994615492305385
A3,Anas_G59471TH,Anas,1,95,75,0.7894736842105263,18,9.996714381873424,45.65567778692526,36.26677909761388,37.02995946224687,40.38106382978724,3.3511043675403727
A3,Anas_G59471TH,Anas,2,95,75,0.7894736842105263,18,10.700058123899767,45.76512165963788,35.555492344570375,37.49617523923157,40.38106382978724,2.8848885905556685
A3,Anas_G59471TH,Anas,3,95,75,0.7894736842105263,18,9.661262099640112,46.10684316454434,36.87510114993003,37.15815814806256,40.38106382978724,3.222905681724676
A3,Anas_G59471TH,Anas,4,95,75,0.7894736842105263,19,9.80885159300581,46.0643478879168,35.865356390585895,37.80680563924257,40.38106382978724,2.5742581905446684
A3,Anas_G59471TH,Anas,5,95,75,0.7894736842105263,17,9.934209663218796,46.11444581876604,36.67163399505093,37.375715152919646,40.38106382978724,3.005348676867591
A3,Anas_G59471TH,Anas,6,95,75,0.7894736842105263,18,9.78873445497093,46.13577848952097,35.88032560994426,37.90421100506646,40.38106382978724,2.47685282472078
A3,Anas_G59471TH,Anas,7,95,75,0.7894736842105263,18,9.661262099640112,46.10684316454434,36.87510114993003,37.15815814806256,40.38106382978724,3.222905681724676
A3,Anas_G59471TH,Anas,8,95,75,0.7894736842105263,18,10.396283567590157,45.98996670249236,35.61510033415761,37.70537675002743,40.38106382978724,2.675687079759804
A3,Anas_G59471TH,Anas,9,95,75,0.7894736842105263,18,10.700058123899767,45.774199605769695,35.58437684207811,37.41114889086016,40.38106382978724,2.969914938927083
A3,Anas_G59471TH,Anas,10,95,75,0.7894736842105263,17,9.934209663218796,46.04153992525173,36.493039620810286,37.37370339122402,40.38106382978724,3.007360438563218
A3,Anas_G59471TH,Anas,11,95,75,0.7894736842105263,18,9.996714381873424,45.65567778692526,36.26677909761388,37.02995946224687,40.38106382978724,3.3511043675403727
A3,Anas_G59471TH,Anas,12,95,75,0.7894736842105263,18,10.700058123899767,45.76512165963788,35.555492344570375,37.49617523923157,40.38106382978724,2.8848885905556685
A3,Anas_G59471TH,Anas,13,95,75,0.7894736842105263,17,9.934209663218796,46.11444581876604,36.67163399505093,37.375715152919646,40.38106382978724,3.005348676867591
A3,Anas_G59471TH,Anas,14,95,75,0.7894736842105263,18,9.996714381873424,45.953428723294046,36.71466075488933,36.75414590561893,40.38106382978724,3.626917924168304
A3,Anas_G59471TH,Anas,15,95,75,0.7894736842105263,18,9.78873445497093,46.13577848952097,35.88032560994426,37.90421100506646,40.38106382978724,2.47685282472078
A3,Anas_G59471TH,Anas,16,95,75,0.7894736842105263,18,10.092509011280542,46.06287259600666,35.74245709118209,37.80479387754694,40.38106382978724,2.5762699522402954
A3,Anas_G59471TH,Anas,17,95,75,0.7894736842105263,18,9.996714381873424,45.72858368043956,36.42423102724891,37.12937658976637,40.38106382978724,3.251687240020864
A3,Anas_G59471TH,Anas,18,95,75,0.7894736842105263,18,11.307607236518995,45.62838781874108,35.38310018394856,37.4071253674689,40.38106382978724,2.973938462318337
A3,Anas_G59471TH,Anas,19,95,75,0.7894736842105263,18,10.396283567590157,45.918536100888176,35.636054950183144,37.70537675002743,40.38106382978724,2.675687079759804
A3,Anas_G59471TH,Anas,20,95,75,0.7894736842105263,18,9.661262099640112,45.736186334661255,36.23905050526462,37.2371492113471,40.38106382978724,3.143914618440135
A3,Anas_G59471TH,Anas,21,95,75,0.7894736842105263,18,9.996714381873424,45.953428723294046,36.71466075488933,37.14376736891447,40.38106382978724,3.23729646087277
A3,Anas_G59471TH,Anas,22,95,75,0.7894736842105263,18,9.78873445497093,46.13577848952097,35.88032560994426,37.90421100506646,40.38106382978724,2.47685282472078
A3,Anas_G59471TH,Anas,23,95,75,0.7894736842105263,17,9.934209663218796,46.11444581876604,36.67163399505093,37.375715152919646,40.38106382978724,3.005348676867591
A3,Anas_G59471TH,Anas,24,95,75,0.7894736842105263,19,9.80885159300581,46.0643478879168,35.865356390585895,37.80680563924257,40.38106382978724,2.5742581905446684
A3,Anas_G59471TH,Anas,25,95,75,0.7894736842105263,18,11.003832680209385,45.84415491546375,35.39236665129367,37.421516146617,40.38106382978724,2.959547683170236
A3,Anas_G59471TH,Anas,26,95,75,0.7894736842105263,19,10.401168407842018,45.53267396256171,35.58687030330554,36.03346797807742,40.38106382978724,4.347595851709819
A3,Anas_G59471TH,Anas,27,95,75,0.7894736842105263,18,10.700058123899767,45.76512165963788,35.555492344570375,37.49617523923157,40.38106382978724,2.8848885905556685
A3,Anas_G59471TH,Anas,28,95,75,0.7894736842105263,18,10.396283567590157,45.98996670249236,35.61510033415761,37.70537675002743,40.38106382978724,2.675687079759804
A3,Anas_G59471TH,Anas,29,95,75,0.7894736842105263,17,9.934209663218796,46.04153992525173,36.493039620810286,37.37370339122402,40.38106382978724,3.007360438563218
A3,Anas_G59471TH,Anas,30,95,75,0.7894736842105263,18,10.700058123899767,45.774199605769695,35.58437684207811,37.41114889086016,40.38106382978724,2.969914938927083
A3,Anas_G59471TH,Anas,31,95,75,0.7894736842105263,18,9.78873445497093,46.13577848952097,35.88032560994426,37.90421100506646,40.38106382978724,2.47685282472078
A3,Anas_G59471TH,Anas,32,95,75,0.7894736842105263,18,10.092509011280542,46.06287259600666,35.74245709118209,37.80479387754694,40.38106382978724,2.5762699522402954
A3,Anas_G59471TH,Anas,33,95,75,0.7894736842105263,18,9.78873445497093,46.13577848952097,35.88032560994426,37.90421100506646,40.38106382978724,2.47685282472078
A3,Anas_G59471TH,Anas,34,95,75,0.7894736842105263,18,10.700058123899767,45.76512165963788,35.555492344570375,37.49617523923157,40.38106382978724,2.8848885905556685
A3,Anas_G59471TH,Anas,35,95,75,0.7894736842105263,18,10.396283567590157,45.918536100888176,35.636054950183144,37.70537675002743,40.38106382978724,2.675687079759804
A3,Anas_G59471TH,Anas,36,95,75,0.7894736842105263,18,10.396283567590157,45.918536100888176,35.636054950183144,37.70537675002743,40.38106382978724,2.675687079759804
A3,Anas_G59471TH,Anas,37,95,75,0.7894736842105263,18,10.700058123899767,45.774199605769695,35.58437684207811,37.41114889086016,40.38106382978724,2.969914938927083
A3,Anas_G59471TH,Anas,38,95,75,0.7894736842105263,18,9.996714381873424,45.953428723294046,36.71466075488933,37.03398298563811,40.38106382978724,3.3470808441491258
A3,Anas_G59471TH,Anas,39,95,75,0.7894736842105263,17,9.934209663218796,46.04153992525173,36.493039620810286,37.37370339122402,40.38106382978724,3.007360438563218
A3,Anas_G59471TH,Anas,40,95,75,0.7894736842105263,18,10.700058123899767,45.76512165963788,35.555492344570375,37.49617523923157,40.38106382978724,2.8848885905556685
A3,Anas_G59471TH,Anas,41,95,75,0.7894736842105263,18,10.396283567590157,45.98996670249236,35.61510033415761,37.70537675002743,40.38106382978724,2.675687079759804
A3,Anas_G59471TH,Anas,42,95,75,0.7894736842105263,17,9.934209663218796,46.19495436650204,36.66972693730562,37.46074150129106,40.38106382978724,2.920322328496177
A3,Anas_G59471TH,Anas,43,95,75,0.7894736842105263,18,10.092509011280542,46.06287259600666,35.74245709118209,37.80479387754694,40.38106382978724,2.5762699522402954
A3,Anas_G59471TH,Anas,44,95,75,0.7894736842105263,18,9.94736246401962,45.97623668595911,36.003768343523326,36.55128812718866,40.38106382978724,3.829775702598575
A3,Anas_G59471TH,Anas,45,95,75,0.7894736842105263,18,9.996714381873424,45.953428723294046,36.71466075488933,37.14376736891447,40.38106382978724,3.23729646087277
A3,Anas_G59471TH,Anas,46,95,75,0.7894736842105263,18,9.78873445497093,46.13577848952097,35.88032560994426,37.90421100506646,40.38106382978724,2.47685282472078
A3,Anas_G59471TH,Anas,47,95,75,0.7894736842105263,18,10.427961293513857,45.67848574959032,35.81361816359139,36.85387148041716,40.38106382978724,3.5271923493700754
A3,Anas_G59471TH,Anas,48,95,75,0.7894736842105263,18,10.396283567590157,45.686088403812,35.74460006685878,36.24266948887328,40.38106382978724,4.138394340913955
A3,Anas_G59471TH,Anas,49,95,75,0.7894736842105263,19,9.80885159300581,46.0643478879168,35.865356390585895,37.80680563924257,40.38106382978724,2.5742581905446684
A3,Anas_G59471TH,Anas,50,95,75,0.7894736842105263,18,10.700058123899767,45.76512165963788,35.555492344570375,37.49617523923157,40.38106382978724,2.8848885905556685
C1,Columba_G18938DW,Columba,1,110,83,0.7545454545454545,23,10.031438743978004,49.473935099551255,40.608237994764075,34.75741817887903,39.02727272727273,4.2698545483937025
C1,Columba_G18938DW,Columba,2,110,83,0.7545454545454545,23,10.031438743978004,49.473935099551255,40.608237994764075,34.75741817887903,39.02727272727273,4.2698545483937025
C1,Columba_G18938DW,Columba,3,110,83,0.7545454545454545,23,9.938174137816835,50.09242763686111,41.42698980006553,35.66579481343616,39.02727272727273,3.3614779138365734
C1,Columba_G18938DW,Columba,4,110,83,0.7545454545454545,23,10.031438743978004,49.473935099551255,40.608237994764075,34.75741817887903,39.02727272727273,4.2698545483937025
C1,Columba_G18938DW,Columba,5,110,83,0.7545454545454545,24,10.043158166299186,49.73211799691576,41.17065938795183,34.72934887525411,39.02727272727273,4.29792385201862
C1,Columba_G18938DW,Columba,6,110,83,0.7545454545454545,23,10.031438743978004,49.473935099551255,40.608237994764075,34.75741817887903,39.02727272727273,4.2698545483937025
C1,Columba_G18938DW,Columba,7,110,83,0.7545454545454545,23,10.031438743978004,49.473935099551255,40.608237994764075,34.75741817887903,39.02727272727273,4.2698545483937025
C1,Columba_G18938DW,Columba,8,110,82,0.7454545454545455,24,10.01478958463727,50.27327437345969,40.97923843662486,34.417673121561286,39.02727272727273,4.609599605711445
C1,Columba_G18938DW,Columba,9,110,83,0.7545454545454545,25,10.162452794732038,49.34484365086899,40.66605273788672,35.16308156626157,39.02727272727273,3.8641911610111634
C1,Columba_G18938DW,Columba,10,110,83,0.7545454545454545,24,10.02666480486784,49.405955576589236,40.711854158047814,35.44392672173395,39.02727272727273,3.583346005538779
C1,Columba_G18938DW,Columba,11,110,83,0.7545454545454545,23,9.791067198150234,49.94693026143462,41.2461356362871,34.84222574814099,39.02727272727273,4.185046979131741
C1,Columba_G18938DW,Columba,12,110,83,0.7545454545454545,23,10.20070201086899,50.01967894914787,41.490725429600296,35.65385014747324,39.02727272727273,3.373422579799488
C1,Columba_G18938DW,Columba,13,110,83,0.7545454545454545,24,9.775075593192858,49.88238453709349,41.29381110422605,35.25401028078858,39.02727272727273,3.7732624464841535
C1,Columba_G18938DW,Columba,14,110,83,0.7545454545454545,25,9.83810217727812,49.34961281562023,40.647092604983015,35.45587138769687,39.02727272727273,3.571401339575864
C1,Columba_G18938DW,Columba,15,110,83,0.7545454545454545,23,9.938174137816835,50.09242763686111,41.42698980006553,35.66579481343616,39.02727272727273,3.3614779138365734
C1,Columba_G18938DW,Columba,16,110,83,0.7545454545454545,24,10.02666480486784,49.405955576589236,40.711854158047814,35.44392672173395,39.02727272727273,3.583346005538779
C1,Columba_G18938DW,Columba,17,110,83,0.7545454545454545,23,9.938174137816835,50.09242763686111,41.42698980006553,35.66579481343616,39.02727272727273,3.3614779138365734
C1,Columba_G18938DW,Columba,18,110,83,0.7545454545454545,24,10.043158166299186,49.73211799691576,41.17065938795183,34.72934887525411,39.02727272727273,4.29792385201862
