Protein accession	Degree	Protein description	Gene name	Regulated Type	Ratio
A0A8V0YRT1	2	Lipid-binding serum glycoprotein C-terminal domain-containing protein OS=Gallus gallus OX=9031 GN=BPIFB2 PE=1 SV=1	BPIFB2	Down	0.012149943586351788
A0A1D5NTR5	2	Teneurin transmembrane protein 2 OS=Gallus gallus OX=9031 GN=TENM2 PE=3 SV=2	TENM2	Up	1.8632556511664395
A0A1L1RZ25	2	Leucine rich repeat containing 57 OS=Gallus gallus OX=9031 GN=LRRC57 PE=1 SV=1	LRRC57	Down	0.5480163251424198
A0A8V0XIV7	1	Laminin subunit alpha 3 OS=Gallus gallus OX=9031 GN=LAMA3 PE=1 SV=1	LAMA3	Down	0.5609618118829724
A0A8V0Y9F8	1	Carboxylic ester hydrolase OS=Gallus gallus OX=9031 GN=CES1L2 PE=1 SV=1	CES1L2	Up	2.4685143309725777
Q0PVE4	1	PAR6B OS=Gallus gallus OX=9031 GN=PARD6B PE=2 SV=1	PARD6B	Up	1.6767686512090063
A0A8V1A992	1	Twinfilin actin binding protein 2 OS=Gallus gallus OX=9031 GN=TWF2 PE=1 SV=1	TWF2	Down	0.5042941928087794
E1C3J7	1	Biotinidase OS=Gallus gallus OX=9031 GN=BTD PE=1 SV=2	BTD	Down	0.5962271121475906
A0A8V1ADF6	1	Neurturin OS=Gallus gallus OX=9031 GN=NRTN PE=3 SV=1	NRTN	Up	1.5251300696548975
A0A8V1A3H9	1	Macrophage stimulating 1 (hepatocyte growth factor-like) OS=Gallus gallus OX=9031 GN=MST1 PE=1 SV=1	MST1	Up	1.7238042648060607
A0A8V1A1C6	1	Follistatin like 1 OS=Gallus gallus OX=9031 GN=FSTL1 PE=1 SV=1	FSTL1	Down	0.2394054634301346
A0A8V0Y4Q2	1	Thyroglobulin OS=Gallus gallus OX=9031 GN=TG PE=3 SV=1	TG	Up	5.0062047731428665
A0A8V0X7P4	1	Syndecan binding protein OS=Gallus gallus OX=9031 GN=SDCBP PE=1 SV=1	SDCBP	Up	1.5769125134684048
A0A8V0XK52	1	Coiled-coil domain-containing protein 181 OS=Gallus gallus OX=9031 GN=CCDC181 PE=3 SV=1	CCDC181	Down	0.4285510465417357
A0A8V0XJ04	1	Trafficking from ER to golgi regulator OS=Gallus gallus OX=9031 GN=TFG PE=1 SV=1	TFG	Down	0.518627165449652
A0A1D5P4Z5	1	Peflin OS=Gallus gallus OX=9031 GN=PEF1 PE=1 SV=2	PEF1	Down	0.4771611223604281
A0A8V0XLP0	1	Centrosome and spindle pole associated protein 1 OS=Gallus gallus OX=9031 GN=CSPP1 PE=4 SV=1	CSPP1	Down	0.4814194298242718
A0A1D5P770	1	C-terminal binding protein 1 OS=Gallus gallus OX=9031 GN=CTBP1 PE=1 SV=1	CTBP1	Down	0.4171977434403236
A0A8V0YLT1	1	Carbonic anhydrase OS=Gallus gallus OX=9031 GN=CA2 PE=1 SV=1	CA2	Down	0.35974406697074024
A0A8V0XBD4	1	Unconventional myosin-VI OS=Gallus gallus OX=9031 GN=MYO6 PE=3 SV=1	MYO6	Up	1.5676997605865632
A0A8V0Y652	1	Interleukin 10 receptor subunit beta OS=Gallus gallus OX=9031 GN=IL10RB PE=4 SV=1	IL10RB	Up	3.27893349808381
A0A8V0ZZ91	1	Reticulocalbin 2 OS=Gallus gallus OX=9031 GN=RCN2 PE=1 SV=1	RCN2	Down	0.5353245428717127
A0A8V0XLJ0	1	Enkurin, TRPC channel interacting protein OS=Gallus gallus OX=9031 GN=ENKUR PE=4 SV=1	ENKUR	Down	0.5036117824369276
A0A8V0YG88	1	Myosin IB OS=Gallus gallus OX=9031 GN=MYO1B PE=1 SV=1	MYO1B	Up	1.8757650024508092
E1C5S9	1	FAM3 metabolism regulating signaling molecule D OS=Gallus gallus OX=9031 GN=FAM3D PE=1 SV=2	FAM3D	Down	0.6164849125839175
A0A8V0XEW6	1	Enkurin, TRPC channel interacting protein OS=Gallus gallus OX=9031 GN=ENKUR PE=4 SV=1	ENKUR	Down	0.3166399382878951
A0A8V0YSE9	1	Bone morphogenetic protein 7 OS=Gallus gallus OX=9031 GN=BMP7 PE=3 SV=1	BMP7	Down	0.5890457202266993
A0A8V0ZIA4	1	Cilia and flagella associated protein 100 OS=Gallus gallus OX=9031 GN=CFAP100 PE=4 SV=1	CFAP100	Down	0.3688916279510761
A0A8V0YAT1	1	Transforming growth factor-beta-induced protein ig-h3 OS=Gallus gallus OX=9031 GN=TGFBI PE=1 SV=1	TGFBI	Down	0.4586588917827418
A0A8V0YP03	1	Transforming growth factor-beta-induced protein ig-h3 OS=Gallus gallus OX=9031 GN=TGFBI PE=1 SV=1	TGFBI	Down	0.5277171579851174
A0A8V0Z3H8	1	LRP chaperone MESD OS=Gallus gallus OX=9031 GN=MESDC2 PE=3 SV=1	MESDC2	Down	0.4764437270148283
A0A8V0ZF15	1	ATP binding cassette subfamily G member 2 (Junior blood group) OS=Gallus gallus OX=9031 GN=ABCG2 PE=1 SV=1	ABCG2	Down	0.39579310132303386
A0A8V0ZNT2	1	Phosphatidylinositol transfer protein beta isoform OS=Gallus gallus OX=9031 GN=PITPNB PE=1 SV=1	PITPNB	Down	0.2634731977060916
A0A8V0ZRF2	1	Transient receptor potential cation channel subfamily M member 5 OS=Gallus gallus OX=9031 GN=TRPM5 PE=4 SV=1	TRPM5	Down	0.11791924836284473
Q5ZLC7	1	Microtubule-associated protein RP/EB family member 1 OS=Gallus gallus OX=9031 GN=MAPRE1 PE=2 SV=1	MAPRE1	Down	0.5704457856148586
E1C0K5	1	Milk fat globule EGF and factor V/VIII domain containing OS=Gallus gallus OX=9031 GN=MFGE8 PE=1 SV=3	MFGE8	Up	1.5034548153299785
A0A8V0YXB1	1	Na(+)/H(+) exchange regulatory cofactor NHE-RF OS=Gallus gallus OX=9031 GN=SLC9A3R2 PE=1 SV=1	SLC9A3R2	Down	0.4140266379547705
A0A8V1A8L5	1	Ribonuclease inhibitor OS=Gallus gallus OX=9031 GN=RNH1 PE=1 SV=1	RNH1	Up	1.8607960063711588
A0A8V0ZP32	1	Carboxypeptidase N subunit 1 OS=Gallus gallus OX=9031 GN=CPN1 PE=1 SV=1	CPN1	Up	1.5137698027074058
P33005	1	Anosmin-1 OS=Gallus gallus OX=9031 GN=ANOS1 PE=2 SV=2	ANOS1	Up	1.720222397278259
A0A8V1AGD6	1	ubiquitinyl hydrolase 1 OS=Gallus gallus OX=9031 GN=USP6 PE=4 SV=1	USP6	Down	0.4822402190731144
A0A8V0XA12	1	Peptidyl-prolyl cis-trans isomerase OS=Gallus gallus OX=9031 GN=PPIC PE=1 SV=1	PPIC	Down	0.6354832610408987
A0A8V0ZIX6	1	Ovochymase 2 OS=Gallus gallus OX=9031 GN=OVCH1 PE=1 SV=1	OVCH1	Up	4.3988734929123465
A0A1D5P4S3	1	Interleukin 1 receptor accessory protein OS=Gallus gallus OX=9031 GN=IL1RAP PE=1 SV=2	IL1RAP	Down	0.5593047172220953
A0A8V0ZLV3	1	Alpha-amylase OS=Gallus gallus OX=9031 GN=AMY1A PE=1 SV=1	AMY1A	Down	0.5315752235733054
A0A1L1RP76	1	SH3 domain containing ring finger 2 OS=Gallus gallus OX=9031 GN=SH3RF2 PE=3 SV=2	SH3RF2	Up	1.6451626565634396
A0A8V0ZAP5	1	Hemicentin 1 OS=Gallus gallus OX=9031 GN=HMCN1 PE=4 SV=1	HMCN1	Up	1.7322241733384922
A0A8V0YGL6	1	GDNF family receptor alpha 3 OS=Gallus gallus OX=9031 GN=GFRA3 PE=3 SV=1	GFRA3	Up	2.000070856200562
A0A8V0XE48	1	non-specific serine/threonine protein kinase OS=Gallus gallus OX=9031 GN=ROCK2 PE=1 SV=1	ROCK2	Up	1.8346916783218017
A0A8V0ZDT7	1	Vitellogenin 1 OS=Gallus gallus OX=9031 GN=VTG1 PE=1 SV=1	VTG1	Up	1.869824981275665
A0A8V0XFV9	1	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase OS=Gallus gallus OX=9031 GN=NGLY1 PE=3 SV=1	NGLY1	Down	0.6495317645044022
A0A3Q2UGW3	1	Neuroligin 4, Y-linked OS=Gallus gallus OX=9031 GN=NLGN4Y PE=3 SV=1	NLGN4Y	Up	2.093370400345507
A0A8V0Y726	1	protein disulfide-isomerase OS=Gallus gallus OX=9031 GN=TXNDC5 PE=1 SV=1	TXNDC5	Down	0.6285326466654689
A0A8V0YIG1	1	SVOP like OS=Gallus gallus OX=9031 GN=SVOPL PE=3 SV=1	SVOPL	Down	0.6575951098267271
A0A8V0YCF4	1	Serpin family B member 5 OS=Gallus gallus OX=9031 GN=SERPINB5 PE=1 SV=1	SERPINB5	Down	0.5306804374240583
A0A8V0XF39	1	Coiled-coil domain containing 170 OS=Gallus gallus OX=9031 GN=CCDC170 PE=1 SV=1	CCDC170	Down	0.5937893784256029
A0A8V0YZ75	1	Cilia-and flagella-associated protein 96 OS=Gallus gallus OX=9031 GN=C4orf47 PE=3 SV=1	C4orf47	Down	0.4975417558045965
A0A8V1A7C5	1	Nicalin OS=Gallus gallus OX=9031 GN=NCLN PE=1 SV=1	NCLN	Down	0.5859815600597952
F1NHD8	1	Programmed cell death 6 OS=Gallus gallus OX=9031 GN=PDCD6 PE=1 SV=2	PDCD6	Down	0.5123249657478578
A0A8V0ZYC2	1	Tropomyosin alpha-1 chain OS=Gallus gallus OX=9031 GN=TPM1 PE=1 SV=1	TPM1	Down	0.6355028568331299
A0A8V0XK73	1	Zinc finger DHHC-type palmitoyltransferase 14 OS=Gallus gallus OX=9031 GN=ZDHHC14 PE=4 SV=1	ZDHHC14	Down	0.3821253467417236
A0A8V0XDR8	1	Laminin subunit alpha 2 OS=Gallus gallus OX=9031 GN=LAMA2 PE=1 SV=1	LAMA2	Up	1.5930309072781654
A0A8V0Y8B2	1	Protein kinase C and casein kinase substrate in neurons 2 OS=Gallus gallus OX=9031 GN=PACSIN2 PE=3 SV=1	PACSIN2	Down	0.5494350461466979
A0A8V0YBR3	1	Translocator protein OS=Gallus gallus OX=9031 GN=TSPO PE=1 SV=1	TSPO	Down	0.4001229322578558
A0A8V0YBT4	1	Tubulin tyrosine ligase like 12 OS=Gallus gallus OX=9031 GN=TTLL12 PE=1 SV=1	TTLL12	Down	0.443233061042198
A0A8V0YTD8	1	NME/NM23 family member 5 OS=Gallus gallus OX=9031 GN=NME5 PE=3 SV=1	NME5	Down	0.4901109707410832
A0A8V0ZZD4	1	Ig-like domain-containing protein OS=Gallus gallus OX=9031 PE=4 SV=1	--	Up	2.456734673162809
A0A8V0YDT4	1	Fibulin-1 OS=Gallus gallus OX=9031 GN=FBLN1 PE=3 SV=1	FBLN1	Up	1.5256205949888817
Q5ZLC9	1	Golgin subfamily A member 7 OS=Gallus gallus OX=9031 GN=GOLGA7 PE=2 SV=1	GOLGA7	Down	0.4174293711130895
A0A8V0ZZK0	1	ZPR1 zinc finger OS=Gallus gallus OX=9031 GN=ZPR1 PE=1 SV=1	ZPR1	Down	0.468019241545022
A0A8V0YHL1	1	Arylsulfatase K OS=Gallus gallus OX=9031 GN=ARSK PE=3 SV=1	ARSK	Up	1.6989533147948197
A0A8V0YDL8	1	Neuroendocrine convertase 1 OS=Gallus gallus OX=9031 GN=PCSK1 PE=3 SV=1	PCSK1	Up	2.343532661683458
A0A8V1A134	1	TNF receptor superfamily member 6b OS=Gallus gallus OX=9031 GN=TNFRSF6B PE=1 SV=1	TNFRSF6B	Down	0.4462234634786557
A0A8V0Y2H5	1	Galectin OS=Gallus gallus OX=9031 GN=LGALS1A PE=1 SV=1	LGALS1A	Down	0.6491086261742816
A0A8V0YBZ6	1	RUN and TBC1 domain-containing protein 3 OS=Gallus gallus OX=9031 GN=SGSM3 PE=1 SV=1	SGSM3	Up	2.5569502687793757
A0A8V1AEL1	1	Calcium homeostasis endoplasmic reticulum protein OS=Gallus gallus OX=9031 GN=CHERP PE=1 SV=1	CHERP	Down	0.4584780633139932
Q5ZM44	1	Calcineurin B homologous protein 1 OS=Gallus gallus OX=9031 GN=CHP1 PE=1 SV=3	CHP1	Down	0.5976979566987557
A0A8V0X6J5	1	Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase OS=Gallus gallus OX=9031 GN=TPTE PE=1 SV=1	TPTE	Down	0.6023942751904422
A0A1D5PK45	1	ubiquitinyl hydrolase 1 OS=Gallus gallus OX=9031 GN=USP12 PE=3 SV=1	USP12	Down	0.515198610048457
A0A8V0Z066	1	Kinectin 1 OS=Gallus gallus OX=9031 GN=KTN1 PE=1 SV=1	KTN1	Down	0.4693685380138986
A0A8V0ZRU9	1	Proprotein convertase subtilisin/kexin type 9 OS=Gallus gallus OX=9031 GN=PCSK9 PE=3 SV=1	PCSK9	Down	0.5806459193203386
A0A8V0Z189	1	Protein kinase domain containing, cytoplasmic OS=Gallus gallus OX=9031 GN=PKDCCA PE=4 SV=1	PKDCCA	Up	4.236400320459719
E1C2T4	1	Hexosyltransferase OS=Gallus gallus OX=9031 GN=CSGALNACT2 PE=3 SV=2	CSGALNACT2	Up	2.052358687633714
A0A8V0Y999	1	Growth arrest specific 1 OS=Gallus gallus OX=9031 GN=GAS1 PE=4 SV=1	GAS1	Up	1.6737814974260168
A0A8V0XBS7	1	Serum/glucocorticoid regulated kinase family, member 3 OS=Gallus gallus OX=9031 GN=SGK3 PE=1 SV=1	SGK3	Down	0.10170499727138067
A0A8V0Z4R1	1	S-adenosylmethionine synthase OS=Gallus gallus OX=9031 GN=MAT2L2 PE=3 SV=1	MAT2L2	Up	2.3166346131566145
A0A8V0ZWM8	1	Cellular retinoic acid-binding protein 1 OS=Gallus gallus OX=9031 GN=CRABP1 PE=3 SV=1	CRABP1	Down	0.6381389097521445
A0A8V0ZQ00	1	Keratin, type I cytoskeletal 20 OS=Gallus gallus OX=9031 GN=KRT40 PE=1 SV=1	KRT40	Down	0.4764724411559702
A0A8V0ZE30	1	CCR4-NOT transcription complex subunit 1 OS=Gallus gallus OX=9031 GN=CNOT1 PE=1 SV=1	CNOT1	Up	3.3665988169299426
A0A8V0YEH8	1	Sidoreflexin OS=Gallus gallus OX=9031 GN=SFXN1 PE=1 SV=1	SFXN1	Down	0.35587709563464165
A0A1I7Q421	1	Follistatin OS=Gallus gallus OX=9031 GN=FST PE=4 SV=2	FST	Up	1.5420548634117763
A0A8V0YHS1	1	Complement C7 OS=Gallus gallus OX=9031 GN=C7 PE=1 SV=1	C7	Up	2.1728663827102066
A0A8V0ZUA4	1	Transmembrane p24 trafficking protein 2 OS=Gallus gallus OX=9031 GN=TMED2 PE=1 SV=1	TMED2	Up	2.039284057646476
A0A8V0X548	1	Glycerol-3-phosphate dehydrogenase [NAD(+)] OS=Gallus gallus OX=9031 GN=GPD1L PE=1 SV=1	GPD1L	Down	0.42393437441636617
A0A1D5NYS2	1	Anion exchange protein OS=Gallus gallus OX=9031 GN=SLC4A4 PE=3 SV=2	SLC4A4	Up	2.1322368745291587
A0A8V0Y3T8	1	Phospholipase B-like OS=Gallus gallus OX=9031 GN=PLBD1 PE=1 SV=1	PLBD1	Down	0.3692081491447242
A0A8V0YC98	1	Alpha-galactosidase OS=Gallus gallus OX=9031 GN=NAGA PE=1 SV=1	NAGA	Up	1.5563260053055972
A0A1D5P692	1	Histamine N-methyltransferase OS=Gallus gallus OX=9031 GN=HNMT PE=1 SV=1	HNMT	Up	4.129686371367988
A0A8V0Y8Q2	1	C-type lectin domain-containing protein OS=Gallus gallus OX=9031 GN=CD72L2 PE=4 SV=1	CD72L2	Up	3.634084377731524
A0A8V0ZXF2	1	Immunoglobulin lambda-like polypeptide 1 OS=Gallus gallus OX=9031 GN=IGLL1 PE=4 SV=1	IGLL1	Down	0.6426463949966309
A0A8V0YMR1	1	Follistatin like 4 OS=Gallus gallus OX=9031 GN=FSTL4 PE=4 SV=1	FSTL4	Up	1.7986468438218288
A0A8V0ZY91	1	Potassium voltage-gated channel subfamily KQT member 1 OS=Gallus gallus OX=9031 GN=KCNQ1 PE=3 SV=1	KCNQ1	Up	2.7905762071456355
A0A8V0XW00	1	CD72 molecule like 1 OS=Gallus gallus OX=9031 GN=CD72L1 PE=4 SV=1	CD72L1	Up	3.0635498831434416
A0A8V0YKR2	1	MYC binding protein OS=Gallus gallus OX=9031 GN=MYCBP PE=1 SV=1	MYCBP	Down	0.4380852505266675
A0A8V0ZWX1	1	Amyloid beta like protein 2 OS=Gallus gallus OX=9031 GN=APLP2 PE=1 SV=1	APLP2	Down	0.6157790548324307
K9JA28	1	Interferon lambda receptor 1 OS=Gallus gallus OX=9031 GN=IFNLR1 PE=2 SV=1	IFNLR1	Up	1.970871738814017
A0A8V0ZIZ0	1	Katanin p80 WD40 repeat-containing subunit B1 OS=Gallus gallus OX=9031 GN=KATNB1 PE=3 SV=1	KATNB1	Down	0.5146002271911405
Q00649	1	Heat shock protein beta-1 OS=Gallus gallus OX=9031 GN=HSPB1 PE=2 SV=1	HSPB1	Up	1.5626872232352176
A0A8V0YQV1	1	Reticulon OS=Gallus gallus OX=9031 GN=RTN4 PE=1 SV=1	RTN4	Down	0.6138233820928782
A0A8V1AAN2	1	Tumor necrosis factor superfamily member 15 OS=Gallus gallus OX=9031 GN=TNFSF15 PE=3 SV=1	TNFSF15	Down	0.6014647092417779
A0A8V0ZTC0	1	Serine/threonine-protein kinase ULK3 OS=Gallus gallus OX=9031 GN=ULK3 PE=4 SV=1	ULK3	Up	1.52663551781249
A0A8V0Y9B4	1	Katanin p60 ATPase-containing subunit A-like 2 OS=Gallus gallus OX=9031 GN=KATNAL2 PE=1 SV=1	KATNAL2	Down	0.5441453726753551
A0A8V0ZY56	1	Cold shock domain containing E1 OS=Gallus gallus OX=9031 GN=CSDE1 PE=1 SV=1	CSDE1	Up	1.855320435494868
A0A1L1RRD7	1	Uncharacterized protein OS=Gallus gallus OX=9031 GN=MLF1 PE=1 SV=2	MLF1	Down	0.5772578158276894
A0A8V0ZF17	1	Vitellogenin 3 OS=Gallus gallus OX=9031 GN=VTG3 PE=1 SV=1	VTG3	Up	2.060881066232577
A0A8V0ZG90	1	Vitellogenin 3 OS=Gallus gallus OX=9031 GN=VTG3 PE=1 SV=1	VTG3	Up	2.2122570691958052
A0A8V0Z932	1	Vitellogenin 2 OS=Gallus gallus OX=9031 GN=VTG2 PE=1 SV=1	VTG2	Up	1.6434278695700462
A0A8V0X2V3	1	RAS protein activator like 1 OS=Gallus gallus OX=9031 GN=RASAL1 PE=1 SV=1	RASAL1	Down	0.634966960352423
A0A8V0XNV9	1	Ubiquitin-conjugating enzyme E2 variant 2 OS=Gallus gallus OX=9031 GN=UBE2V2 PE=1 SV=1	UBE2V2	Down	0.585094866773272
A0A8V0YH66	1	Haloacid dehalogenase-like hydrolase domain-containing protein 2 OS=Gallus gallus OX=9031 GN=HDHD2 PE=1 SV=1	HDHD2	Down	0.3745637148730117
A0A8V0XCW4	1	Integrin-binding sialoprotein OS=Gallus gallus OX=9031 GN=DMP1 PE=4 SV=1	DMP1	Up	2.76659266324167
Q8AXV0	1	Endophilin-A2 OS=Gallus gallus OX=9031 GN=SH3GL1 PE=1 SV=1	SH3GL1	Down	0.5336904982649465
A0A8V1AJ89	1	NAD(P)H-hydrate epimerase OS=Gallus gallus OX=9031 GN=APOA1BP PE=3 SV=1	APOA1BP	Down	0.5409892712362941
A0A140T8H8	1	Riboflavin binding protein OS=Gallus gallus OX=9031 GN=RBP PE=1 SV=1	RBP	Down	0.060869034328774774
A0A8V0X678	1	ADP ribosylation factor interacting protein 2 OS=Gallus gallus OX=9031 GN=ARFIP2 PE=1 SV=1	ARFIP2	Down	0.14563431848871689
A0A8V0X8D5	1	MHC BF1 class I OS=Gallus gallus OX=9031 GN=BF1 PE=1 SV=1	BF1	Up	2.184110137978704
A0A8V0XEP8	1	Tripeptidyl-peptidase 1 OS=Gallus gallus OX=9031 GN=TPP1 PE=1 SV=1	TPP1	Up	2.334960714013273
A0A8V0YBC7	1	Hexosyltransferase OS=Gallus gallus OX=9031 GN=CHSY3 PE=3 SV=1	CHSY3	Down	0.5751311310982127
A0A8V0Z8V4	1	Slit guidance ligand 1 OS=Gallus gallus OX=9031 GN=SLIT1 PE=4 SV=1	SLIT1	Up	3.3730653549721166
A0A1D5PMU2	1	Platelet-activating factor acetylhydrolase IB subunit alpha2 OS=Gallus gallus OX=9031 GN=PAFAH1B2 PE=1 SV=1	PAFAH1B2	Down	0.6427654578265041
A0A8V0ZKM2	1	Ovostatin OS=Gallus gallus OX=9031 GN=OVST PE=1 SV=1	OVST	Down	0.03523631082295545
A0A8V1A987	1	Complement factor D OS=Gallus gallus OX=9031 GN=CFD PE=1 SV=1	CFD	Down	0.5047303949794216
A0A1L1RWI9	1	Calcium/calmodulin dependent protein kinase IV OS=Gallus gallus OX=9031 GN=CAMK4 PE=1 SV=2	CAMK4	Down	0.6412784926489322
A0A8V1AEM5	1	Methanethiol oxidase OS=Gallus gallus OX=9031 GN=LOC425662 PE=3 SV=1	LOC425662	Up	1.5102670023669889
A0A8V0ZUQ1	1	sulfite oxidase OS=Gallus gallus OX=9031 GN=SUOX PE=3 SV=1	SUOX	Down	0.5319905760613479
A0A8V1ABU4	1	Metalloproteinase inhibitor 2 OS=Gallus gallus OX=9031 GN=TIMP2 PE=1 SV=1	TIMP2	Down	0.6303360310852482
A0A8V0Z2X9	1	Acyl-CoA thioesterase 7 OS=Gallus gallus OX=9031 GN=ACOT7 PE=1 SV=1	ACOT7	Down	0.5418090396421925
A0A8V1A5A3	1	LRRCT domain-containing protein OS=Gallus gallus OX=9031 GN=LOC100857333 PE=1 SV=1	LOC100857333	Down	0.6123399301513387
A0A1D5PVD0	1	Spondin 2 OS=Gallus gallus OX=9031 GN=SPON2 PE=4 SV=1	SPON2	Down	0.4955899784118514
P13648	1	Lamin-A OS=Gallus gallus OX=9031 GN=LMNA PE=2 SV=1	LMNA	Down	0.3242201087051995
A0A3Q2U596	1	Lamin B2 OS=Gallus gallus OX=9031 GN=LMNB2 PE=1 SV=1	LMNB2	Down	0.4332542061496809
A0A8V0XM79	1	Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase OS=Gallus gallus OX=9031 GN=DHDH PE=1 SV=1	DHDH	Down	0.337566834887982
Q5ZJ73	1	Protein CREG1 OS=Gallus gallus OX=9031 GN=CREG1 PE=2 SV=1	CREG1	Up	2.0085810326564344
A0A8V0YQZ5	1	Nudix hydrolase 16 like 1 OS=Gallus gallus OX=9031 GN=NUDT16L1 PE=1 SV=1	NUDT16L1	Down	0.6581697213043652
A0A8V0XXE8	1	Receptor expression-enhancing protein OS=Gallus gallus OX=9031 GN=REEP5 PE=1 SV=1	REEP5	Down	0.6027640725466111
A0A8V0Y3U3	1	Ovodefensin A1 OS=Gallus gallus OX=9031 GN=OvoDA1 PE=4 SV=1	OvoDA1	Down	0.010125875843800735
A0A8V0ZAL2	1	Long-chain-fatty-acid--CoA ligase OS=Gallus gallus OX=9031 GN=ACSL5 PE=1 SV=1	ACSL5	Down	0.5657214165542748
A0A8V0Z535	1	Rho GTPase activating protein 17 OS=Gallus gallus OX=9031 GN=ARHGAP17 PE=1 SV=1	ARHGAP17	Down	0.6049271877900696
A0A8V0YLI1	1	Pro-apoptotic WT1 regulator OS=Gallus gallus OX=9031 GN=PAWR PE=1 SV=1	PAWR	Up	2.1588261476831456
A0A8V0XNL0	1	RAB, member of RAS onco family-like 2A OS=Gallus gallus OX=9031 GN=RABL2A PE=3 SV=1	RABL2A	Down	0.4648852925484617
A0A8V0XKR3	1	Calcium/calmodulin dependent protein kinase ID OS=Gallus gallus OX=9031 GN=CAMK1D PE=1 SV=1	CAMK1D	Down	0.1935871574886272
A0A1D5NWR3	1	Ras-related protein Rab-4 OS=Gallus gallus OX=9031 GN=RAB4A PE=1 SV=2	RAB4A	Down	0.6377909180045839
P00698	1	Lysozyme C OS=Gallus gallus OX=9031 GN=LYZ PE=1 SV=1	LYZ	Down	0.08563527446202263
A0A8V0YZG8	1	S1 RNA binding domain 1 OS=Gallus gallus OX=9031 GN=SRBD1 PE=4 SV=1	SRBD1	Up	9.25566199763368
A0A8V0ZEG2	1	Ras-related protein Rab-27A OS=Gallus gallus OX=9031 GN=RAB27A PE=1 SV=1	RAB27A	Down	0.6588848304395243
A0A8V1AEX3	1	Sperm antigen with calponin homology and coiled-coil domains 1 OS=Gallus gallus OX=9031 GN=SPECC1 PE=1 SV=1	SPECC1	Down	0.4411555901132939
A0A8V0Y6D2	1	Very low density lipoprotein receptor OS=Gallus gallus OX=9031 GN=VLDLR PE=1 SV=1	VLDLR	Up	1.6571359872295948
A0A8V1AEU4	1	Bleomycin hydrolase OS=Gallus gallus OX=9031 GN=BLMH PE=3 SV=1	BLMH	Down	0.2525476250640678
A0A8V0XPE8	1	Latent transforming growth factor beta binding protein 1 OS=Gallus gallus OX=9031 GN=LTBP1 PE=1 SV=1	LTBP1	Up	1.7569649667853804
A0A8V0XA55	1	Solute carrier family 25 member 13 OS=Gallus gallus OX=9031 GN=SLC25A13 PE=1 SV=1	SLC25A13	Down	0.473269680122472
E1BRR9	1	MORN repeat-containing protein 3 OS=Gallus gallus OX=9031 GN=MORN3 PE=4 SV=5	MORN3	Down	0.5901783866934142
A0A8V0ZER3	1	Uncharacterized protein OS=Gallus gallus OX=9031 PE=3 SV=1	--	Down	0.4895667222943322
A0A8V0XAH5	1	Nudix hydrolase 9 OS=Gallus gallus OX=9031 GN=NUDT9 PE=1 SV=1	NUDT9	Down	0.6450483612239691
A0A8V0Y357	1	Nidogen 1 OS=Gallus gallus OX=9031 GN=NID1 PE=1 SV=1	NID1	Up	1.823909425007004
A0A8V0YWM3	1	Apoptosis inducing factor, mitochondria associated 1 OS=Gallus gallus OX=9031 GN=AIFM1 PE=1 SV=1	AIFM1	Up	1.6868396339330105
A0A8V1AJR8	1	Rho GDP-dissociation inhibitor 1 OS=Gallus gallus OX=9031 GN=ARHGDIA PE=1 SV=1	ARHGDIA	Down	0.5658197532371476
A0A8V0YTK5	1	Prefoldin subunit 3 OS=Gallus gallus OX=9031 GN=LOC772071 PE=1 SV=1	LOC772071	Up	2.012039805964652
F1NXR0	1	Creatine kinase U-type, mitochondrial OS=Gallus gallus OX=9031 GN=CKMT1B PE=1 SV=4	CKMT1B	Up	1.9644616821087408
A0A8V0Y466	1	Fibrinogen like 2 OS=Gallus gallus OX=9031 GN=FGL2 PE=4 SV=1	FGL2	Down	0.40309381074503015
A0A8V0ZKZ3	1	Tetratricopeptide repeat protein 38 OS=Gallus gallus OX=9031 GN=LOC426193 PE=1 SV=1	LOC426193	Down	0.3110254994371033
A0A1D5PBZ8	1	Neuronal cell adhesion molecule OS=Gallus gallus OX=9031 GN=NRCAM PE=3 SV=2	NRCAM	Up	2.0028324741798578
A0A8V1A6Q7	1	Sorting nexin family member 27 OS=Gallus gallus OX=9031 GN=SNX27 PE=1 SV=1	SNX27	Down	0.3755881698027011
Q76KB2	1	Heparan-sulfate 6-O-sulfotransferase 1 OS=Gallus gallus OX=9031 GN=HS6ST1 PE=1 SV=4	HS6ST1	Down	0.61096982976352
A0A8V0YAJ1	1	Neurotensin/neuromedin N OS=Gallus gallus OX=9031 GN=NTS PE=3 SV=1	NTS	Down	0.6530179751391388
A0A8V1AJ29	1	Eosinophil peroxidase OS=Gallus gallus OX=9031 GN=LPO PE=1 SV=1	LPO	Down	0.4750233958823247
E1C6P7	1	Sperm associated antigen 6 OS=Gallus gallus OX=9031 GN=SPAG6 PE=1 SV=3	SPAG6	Down	0.6094351703211558
A0A8V0Y478	1	Protocadherin gamma subfamily C, 3 OS=Gallus gallus OX=9031 GN=PCDHGC5 PE=4 SV=1	PCDHGC5	Up	2.7880135928328698
